,CELL_ID,CELL_TYPE,CELL_CLASS
867,868,Tumor 3,Tumor
166,167,Tumor 2 (Ki67 Proliferating),Tumor
94,95,Tumor 3,Tumor
96,97,Tumor 3,Tumor
959,960,Tumor 2 (Ki67 Proliferating),Tumor
1156,1157,Tumor 3,Tumor
1230,1231,Tumor 4,Tumor
1588,1589,Tumor 3,Tumor
459,460,Tumor 1,Tumor
915,916,Tumor 7,Tumor
897,898,Tumor 7,Tumor
790,791,Tumor 1,Tumor
633,634,Tumor 2 (Ki67 Proliferating),Tumor
600,601,Tumor 6 / DC,Tumor
13,14,Tumor 1,Tumor
269,270,Tumor 3,Tumor
279,280,Tumor 7,Tumor
69,70,Tumor 4,Tumor
134,135,Tumor 7,Tumor
82,83,Tumor 4,Tumor
204,205,Tumor 1,Tumor
234,235,Tumor 2 (Ki67 Proliferating),Tumor
252,253,Tumor 1,Tumor
733,734,Tumor 3,Tumor
1237,1238,Tumor 2 (Ki67 Proliferating),Tumor
569,570,Tumor 6 / DC,Tumor
445,446,Tumor 6 / DC,Tumor
457,458,Tumor 2 (Ki67 Proliferating),Tumor
412,413,Tumor 3,Tumor
278,279,Tumor 4,Tumor
978,979,Tumor 7,Tumor
992,993,Tumor 2 (Ki67 Proliferating),Tumor
1065,1066,Tumor 7,Tumor
761,762,Tumor 3,Tumor
137,138,Tumor 4,Tumor
789,790,Tumor 3,Tumor
750,751,Tumor 3,Tumor
645,646,Tumor 4,Tumor
799,800,Tumor 3,Tumor
836,837,Tumor 3,Tumor
781,782,Tumor 3,Tumor
823,824,Tumor 3,Tumor
802,803,Tumor 3,Tumor
776,777,Tumor 2 (Ki67 Proliferating),Tumor
747,748,Tumor 3,Tumor
117,118,Tumor 7,Tumor
232,233,Tumor 7,Tumor
200,201,Tumor 7,Tumor
235,236,Tumor 7,Tumor
648,649,Tumor 7,Tumor
787,788,Tumor 3,Tumor
770,771,Tumor 3,Tumor
768,769,Tumor 3,Tumor
848,849,Tumor 3,Tumor
193,194,Tumor 3,Tumor
182,183,Tumor 7,Tumor
201,202,Tumor 7,Tumor
261,262,Tumor 4,Tumor
180,181,Tumor 1,Tumor
157,158,Tumor 3,Tumor
536,537,Tumor 3,Tumor
634,635,Tumor 3,Tumor
625,626,Tumor 3,Tumor
87,88,Tumor 1,Tumor
58,59,Tumor 7,Tumor
126,127,Tumor 7,Tumor
315,316,Tumor 3,Tumor
1140,1141,Tumor 4,Tumor
1201,1202,Tumor 7,Tumor
1252,1253,Tumor 7,Tumor
1308,1309,Tumor 3,Tumor
1610,1611,Tumor 2 (Ki67 Proliferating),Tumor
427,428,Tumor 3,Tumor
404,405,Tumor 1,Tumor
436,437,Tumor 2 (Ki67 Proliferating),Tumor
786,787,Tumor 3,Tumor
739,740,Tumor 3,Tumor
757,758,Tumor 3,Tumor
514,515,Tumor 2 (Ki67 Proliferating),Tumor
564,565,Tumor 2 (Ki67 Proliferating),Tumor
591,592,Tumor 1,Tumor
735,736,Tumor 3,Tumor
656,657,Tumor 2 (Ki67 Proliferating),Tumor
593,594,Tumor 2 (Ki67 Proliferating),Tumor
644,645,Tumor 2 (Ki67 Proliferating),Tumor
604,605,Tumor 3,Tumor
703,704,Tumor 3,Tumor
690,691,Tumor 3,Tumor
681,682,Tumor 7,Tumor
666,667,Tumor 7,Tumor
113,114,Tumor 2 (Ki67 Proliferating),Tumor
227,228,Tumor 3,Tumor
167,168,Tumor 7,Tumor
195,196,Tumor 2 (Ki67 Proliferating),Tumor
381,382,Tumor 7,Tumor
441,442,Tumor 2 (Ki67 Proliferating),Tumor
380,381,Tumor 7,Tumor
379,380,Tumor 3,Tumor
373,374,Tumor 7,Tumor
131,132,Tumor 7,Tumor
174,175,Tumor 2 (Ki67 Proliferating),Tumor
33,34,Tumor 4,Tumor
610,611,Tumor 1,Tumor
1155,1156,Tumor 7,Tumor
1072,1073,Tumor 2 (Ki67 Proliferating),Tumor
294,295,Tumor 6 / DC,Tumor
258,259,Tumor 7,Tumor
293,294,Tumor 2 (Ki67 Proliferating),Tumor
276,277,Tumor 7,Tumor
301,302,Tumor 1,Tumor
501,502,Tumor 7,Tumor
526,527,Tumor 6 / DC,Tumor
481,482,Tumor 1,Tumor
403,404,Tumor 6 / DC,Tumor
1012,1013,Tumor 7,Tumor
1020,1021,Tumor 3,Tumor
989,990,Tumor 7,Tumor
967,968,Tumor 7,Tumor
957,958,Tumor 2 (Ki67 Proliferating),Tumor
965,966,Tumor 7,Tumor
949,950,Tumor 7,Tumor
271,272,Tumor 7,Tumor
220,221,Tumor 2 (Ki67 Proliferating),Tumor
1277,1278,Tumor 4,Tumor
930,931,Tumor 7,Tumor
945,946,Tumor 3,Tumor
950,951,Tumor 7,Tumor
902,903,Tumor 2 (Ki67 Proliferating),Tumor
882,883,Tumor 7,Tumor
877,878,Tumor 7,Tumor
926,927,Tumor 3,Tumor
931,932,Tumor 3,Tumor
912,913,Tumor 3,Tumor
881,882,Tumor 3,Tumor
894,895,Tumor 4,Tumor
811,812,Tumor 3,Tumor
821,822,Tumor 3,Tumor
809,810,Tumor 3,Tumor
704,705,Tumor 3,Tumor
708,709,Tumor 3,Tumor
728,729,Tumor 3,Tumor
546,547,Tumor 3,Tumor
530,531,Tumor 3,Tumor
602,603,Tumor 3,Tumor
574,575,Tumor 3,Tumor
822,823,Tumor 3,Tumor
844,845,Tumor 7,Tumor
560,561,Tumor 7,Tumor
793,794,Tumor 4,Tumor
814,815,Tumor 7,Tumor
818,819,Tumor 3,Tumor
794,795,Tumor 4,Tumor
779,780,Tumor 3,Tumor
803,804,Tumor 4,Tumor
832,833,Tumor 7,Tumor
830,831,Tumor 2 (Ki67 Proliferating),Tumor
723,724,Tumor 3,Tumor
748,749,Tumor 3,Tumor
736,737,Tumor 3,Tumor
707,708,Tumor 3,Tumor
675,676,Tumor 3,Tumor
719,720,Tumor 3,Tumor
136,137,Tumor 7,Tumor
143,144,Tumor 3,Tumor
191,192,Tumor 2 (Ki67 Proliferating),Tumor
205,206,Tumor 7,Tumor
654,655,Tumor 2 (Ki67 Proliferating),Tumor
661,662,Tumor 2 (Ki67 Proliferating),Tumor
581,582,Tumor 3,Tumor
613,614,Tumor 7,Tumor
849,850,Tumor 7,Tumor
791,792,Tumor 3,Tumor
753,754,Tumor 3,Tumor
727,728,Tumor 3,Tumor
479,480,Tumor 4,Tumor
452,453,Tumor 3,Tumor
465,466,Tumor 3,Tumor
1175,1176,Tumor 3,Tumor
1194,1195,Tumor 4,Tumor
1083,1084,Tumor 1,Tumor
1124,1125,Tumor 1,Tumor
1129,1130,Tumor 7,Tumor
1147,1148,Tumor 2 (Ki67 Proliferating),Tumor
1107,1108,Tumor 3,Tumor
1088,1089,Tumor 1,Tumor
1108,1109,Tumor 3,Tumor
1121,1122,Tumor 3,Tumor
1400,1401,Tumor 2 (Ki67 Proliferating),Tumor
1221,1222,Tumor 2 (Ki67 Proliferating),Tumor
1388,1389,Tumor 3,Tumor
1300,1301,Tumor 7,Tumor
1279,1280,Tumor 7,Tumor
1354,1355,Tumor 7,Tumor
1408,1409,Tumor 3,Tumor
1327,1328,Tumor 4,Tumor
1369,1370,Tumor 3,Tumor
1333,1334,Tumor 1,Tumor
1313,1314,Tumor 2 (Ki67 Proliferating),Tumor
1342,1343,Tumor 3,Tumor
1379,1380,Tumor 3,Tumor
1343,1344,Tumor 3,Tumor
1310,1311,Tumor 3,Tumor
1431,1432,Tumor 3,Tumor
1375,1376,Tumor 3,Tumor
1372,1373,Tumor 3,Tumor
1386,1387,Tumor 3,Tumor
1526,1527,Tumor 3,Tumor
1579,1580,Tumor 3,Tumor
1572,1573,Tumor 2 (Ki67 Proliferating),Tumor
1557,1558,Tumor 3,Tumor
1593,1594,Tumor 3,Tumor
1487,1488,Tumor 3,Tumor
1414,1415,Tumor 3,Tumor
1407,1408,Tumor 3,Tumor
1390,1391,Tumor 3,Tumor
722,723,Tumor 2 (Ki67 Proliferating),Tumor
643,644,Tumor 2 (Ki67 Proliferating),Tumor
694,695,Tumor 3,Tumor
43,44,Tumor 4,Tumor
179,180,Tumor 1,Tumor
260,261,Tumor 4,Tumor
240,241,Tumor 7,Tumor
391,392,Tumor 2 (Ki67 Proliferating),Tumor
424,425,Tumor 3,Tumor
420,421,Tumor 2 (Ki67 Proliferating),Tumor
529,530,Tumor 2 (Ki67 Proliferating),Tumor
488,489,Tumor 3,Tumor
563,564,Tumor 2 (Ki67 Proliferating),Tumor
571,572,Tumor 2 (Ki67 Proliferating),Tumor
153,154,Tumor 7,Tumor
147,148,Tumor 1,Tumor
181,182,Tumor 2 (Ki67 Proliferating),Tumor
139,140,Tumor 7,Tumor
173,174,Tumor 2 (Ki67 Proliferating),Tumor
651,652,Tumor 2 (Ki67 Proliferating),Tumor
699,700,Tumor 2 (Ki67 Proliferating),Tumor
785,786,Tumor 7,Tumor
1149,1150,Tumor 3,Tumor
1112,1113,Tumor 7,Tumor
1103,1104,Tumor 1,Tumor
1101,1102,Tumor 3,Tumor
1133,1134,Tumor 2 (Ki67 Proliferating),Tumor
1248,1249,Tumor 3,Tumor
1226,1227,Tumor 2 (Ki67 Proliferating),Tumor
1154,1155,Tumor 1,Tumor
1172,1173,Tumor 7,Tumor
1185,1186,Tumor 7,Tumor
1159,1160,Tumor 1,Tumor
334,335,Tumor 6 / DC,Tumor
243,244,Tumor 3,Tumor
421,422,Tumor 6 / DC,Tumor
360,361,Tumor 6 / DC,Tumor
340,341,Tumor 3,Tumor
370,371,Tumor 3,Tumor
387,388,Tumor 6 / DC,Tumor
330,331,Tumor 3,Tumor
900,901,Tumor 7,Tumor
884,885,Tumor 3,Tumor
869,870,Tumor 2 (Ki67 Proliferating),Tumor
861,862,Tumor 2 (Ki67 Proliferating),Tumor
909,910,Tumor 3,Tumor
958,959,Tumor 2 (Ki67 Proliferating),Tumor
948,949,Tumor 3,Tumor
933,934,Tumor 2 (Ki67 Proliferating),Tumor
878,879,Tumor 2 (Ki67 Proliferating),Tumor
920,921,Tumor 7,Tumor
215,216,Tumor 2 (Ki67 Proliferating),Tumor
218,219,Tumor 2 (Ki67 Proliferating),Tumor
922,923,Tumor 7,Tumor
903,904,Tumor 7,Tumor
925,926,Tumor 7,Tumor
944,945,Tumor 7,Tumor
904,905,Tumor 2 (Ki67 Proliferating),Tumor
834,835,Tumor 3,Tumor
907,908,Tumor 3,Tumor
889,890,Tumor 2 (Ki67 Proliferating),Tumor
812,813,Tumor 2 (Ki67 Proliferating),Tumor
678,679,Tumor 3,Tumor
683,684,Tumor 3,Tumor
784,785,Tumor 3,Tumor
595,596,Tumor 6 / DC,Tumor
305,306,Tumor 4,Tumor
606,607,Tumor 3,Tumor
618,619,Tumor 2 (Ki67 Proliferating),Tumor
617,618,Tumor 2 (Ki67 Proliferating),Tumor
489,490,Tumor 3,Tumor
496,497,Tumor 3,Tumor
594,595,Tumor 3,Tumor
511,512,Tumor 3,Tumor
376,377,Tumor 1,Tumor
377,378,Tumor 6 / DC,Tumor
336,337,Tumor 1,Tumor
348,349,Tumor 2 (Ki67 Proliferating),Tumor
1106,1107,Tumor 1,Tumor
1134,1135,Tumor 7,Tumor
1035,1036,Tumor 7,Tumor
983,984,Tumor 7,Tumor
1261,1262,Tumor 3,Tumor
1262,1263,Tumor 3,Tumor
1273,1274,Tumor 7,Tumor
1460,1461,Tumor 2 (Ki67 Proliferating),Tumor
1432,1433,Tumor 3,Tumor
1452,1453,Tumor 3,Tumor
1184,1185,Tumor 3,Tumor
1324,1325,Tumor 7,Tumor
1318,1319,Tumor 3,Tumor
1346,1347,Tumor 3,Tumor
1298,1299,Tumor 2 (Ki67 Proliferating),Tumor
1325,1326,Tumor 7,Tumor
1281,1282,Tumor 7,Tumor
1260,1261,Tumor 3,Tumor
1293,1294,Tumor 3,Tumor
1258,1259,Tumor 7,Tumor
1360,1361,Tumor 1,Tumor
1383,1384,Tumor 7,Tumor
1371,1372,Tumor 3,Tumor
1335,1336,Tumor 3,Tumor
1353,1354,Tumor 3,Tumor
1470,1471,Tumor 3,Tumor
1517,1518,Tumor 3,Tumor
1488,1489,Tumor 3,Tumor
1477,1478,Tumor 1,Tumor
665,666,Tumor 3,Tumor
653,654,Tumor 2 (Ki67 Proliferating),Tumor
689,690,Tumor 2 (Ki67 Proliferating),Tumor
616,617,Tumor 7,Tumor
642,643,Tumor 1,Tumor
697,698,Tumor 2 (Ki67 Proliferating),Tumor
295,296,Tumor 2 (Ki67 Proliferating),Tumor
189,190,Tumor 7,Tumor
482,483,Tumor 4,Tumor
435,436,Tumor 4,Tumor
510,511,Tumor 2 (Ki67 Proliferating),Tumor
476,477,Tumor 7,Tumor
580,581,Tumor 2 (Ki67 Proliferating),Tumor
582,583,Tumor 2 (Ki67 Proliferating),Tumor
578,579,Tumor 2 (Ki67 Proliferating),Tumor
539,540,Tumor 4,Tumor
660,661,Tumor 1,Tumor
679,680,Tumor 1,Tumor
587,588,Tumor 2 (Ki67 Proliferating),Tumor
762,763,Tumor 7,Tumor
721,722,Tumor 2 (Ki67 Proliferating),Tumor
1117,1118,Tumor 2 (Ki67 Proliferating),Tumor
1138,1139,Tumor 7,Tumor
1114,1115,Tumor 7,Tumor
1098,1099,Tumor 7,Tumor
1136,1137,Tumor 7,Tumor
1162,1163,Tumor 7,Tumor
1210,1211,Tumor 2 (Ki67 Proliferating),Tumor
1186,1187,Tumor 3,Tumor
1188,1189,Tumor 7,Tumor
1205,1206,Tumor 2 (Ki67 Proliferating),Tumor
1217,1218,Tumor 7,Tumor
1227,1228,Tumor 3,Tumor
363,364,Tumor 2 (Ki67 Proliferating),Tumor
300,301,Tumor 6 / DC,Tumor
286,287,Tumor 2 (Ki67 Proliferating),Tumor
268,269,Tumor 6 / DC,Tumor
352,353,Tumor 2 (Ki67 Proliferating),Tumor
313,314,Tumor 6 / DC,Tumor
316,317,Tumor 2 (Ki67 Proliferating),Tumor
372,373,Tumor 2 (Ki67 Proliferating),Tumor
418,419,Tumor 2 (Ki67 Proliferating),Tumor
328,329,Tumor 6 / DC,Tumor
390,391,Tumor 6 / DC,Tumor
361,362,Tumor 6 / DC,Tumor
369,370,Tumor 2 (Ki67 Proliferating),Tumor
333,334,Tumor 1,Tumor
362,363,Tumor 2 (Ki67 Proliferating),Tumor
385,386,Tumor 1,Tumor
353,354,Tumor 2 (Ki67 Proliferating),Tumor
1265,1266,Tumor 4,Tumor
839,840,Tumor 4,Tumor
866,867,Tumor 3,Tumor
658,659,Tumor 3,Tumor
632,633,Tumor 2 (Ki67 Proliferating),Tumor
730,731,Tumor 3,Tumor
755,756,Tumor 3,Tumor
693,694,Tumor 3,Tumor
159,160,Tumor 3,Tumor
209,210,Tumor 7,Tumor
495,496,Tumor 3,Tumor
483,484,Tumor 7,Tumor
1057,1058,Tumor 2 (Ki67 Proliferating),Tumor
1030,1031,Tumor 7,Tumor
1244,1245,Tumor 3,Tumor
1218,1219,Tumor 3,Tumor
1208,1209,Tumor 3,Tumor
1215,1216,Tumor 7,Tumor
1199,1200,Tumor 7,Tumor
1196,1197,Tumor 3,Tumor
1222,1223,Tumor 7,Tumor
1223,1224,Tumor 7,Tumor
1447,1448,Tumor 3,Tumor
1174,1175,Tumor 1,Tumor
1180,1181,Tumor 3,Tumor
1189,1190,Tumor 3,Tumor
1207,1208,Tumor 7,Tumor
1290,1291,Tumor 3,Tumor
1370,1371,Tumor 7,Tumor
1288,1289,Tumor 3,Tumor
1238,1239,Tumor 2 (Ki67 Proliferating),Tumor
1268,1269,Tumor 3,Tumor
1299,1300,Tumor 2 (Ki67 Proliferating),Tumor
1309,1310,Tumor 3,Tumor
1311,1312,Tumor 2 (Ki67 Proliferating),Tumor
1337,1338,Tumor 3,Tumor
1322,1323,Tumor 3,Tumor
1286,1287,Tumor 3,Tumor
1301,1302,Tumor 7,Tumor
1284,1285,Tumor 3,Tumor
1326,1327,Tumor 3,Tumor
1349,1350,Tumor 3,Tumor
1509,1510,Tumor 3,Tumor
1493,1494,Tumor 4,Tumor
229,230,Tumor 2 (Ki67 Proliferating),Tumor
198,199,Tumor 7,Tumor
251,252,Tumor 2 (Ki67 Proliferating),Tumor
275,276,Tumor 6 / DC,Tumor
233,234,Tumor 2 (Ki67 Proliferating),Tumor
265,266,Tumor 1,Tumor
637,638,Tumor 7,Tumor
615,616,Tumor 2 (Ki67 Proliferating),Tumor
597,598,Tumor 6 / DC,Tumor
630,631,Tumor 2 (Ki67 Proliferating),Tumor
688,689,Tumor 1,Tumor
711,712,Tumor 1,Tumor
734,735,Tumor 7,Tumor
670,671,Tumor 2 (Ki67 Proliferating),Tumor
712,713,Tumor 1,Tumor
752,753,Tumor 7,Tumor
667,668,Tumor 1,Tumor
1164,1165,Tumor 2 (Ki67 Proliferating),Tumor
1160,1161,Tumor 3,Tumor
1132,1133,Tumor 2 (Ki67 Proliferating),Tumor
210,211,Tumor 3,Tumor
144,145,Tumor 7,Tumor
160,161,Tumor 7,Tumor
650,651,Tumor 7,Tumor
155,156,Tumor 2 (Ki67 Proliferating),Tumor
171,172,Tumor 3,Tumor
542,543,Tumor 3,Tumor
525,526,Tumor 3,Tumor
566,567,Tumor 3,Tumor
524,525,Tumor 3,Tumor
579,580,Tumor 3,Tumor
1483,1484,Tumor 2 (Ki67 Proliferating),Tumor
1458,1459,Tumor 2 (Ki67 Proliferating),Tumor
1459,1460,Tumor 2 (Ki67 Proliferating),Tumor
1499,1500,Tumor 3,Tumor
1332,1333,Tumor 2 (Ki67 Proliferating),Tumor
1363,1364,Tumor 2 (Ki67 Proliferating),Tumor
1364,1365,Tumor 2 (Ki67 Proliferating),Tumor
1348,1349,Tumor 3,Tumor
1302,1303,Tumor 2 (Ki67 Proliferating),Tumor
1392,1393,Tumor 3,Tumor
1365,1366,Tumor 4,Tumor
