,CELL_ID,CELL_TYPE,CELL_CLASS
460,461,Tumor 4,Tumor
477,478,Tumor 4,Tumor
1796,1797,Tumor 6 / DC,Tumor
1866,1867,Tumor 3,Tumor
1850,1851,Tumor 3,Tumor
1860,1861,Tumor 3,Tumor
1846,1847,Tumor 1,Tumor
1836,1837,Tumor 3,Tumor
1808,1809,Tumor 1,Tumor
1514,1515,Tumor 7,Tumor
1484,1485,Tumor 7,Tumor
1526,1527,Tumor 4,Tumor
1573,1574,Tumor 4,Tumor
1849,1850,Tumor 3,Tumor
1535,1536,Tumor 6 / DC,Tumor
1261,1262,Tumor 7,Tumor
803,804,Tumor 7,Tumor
1020,1021,Tumor 6 / DC,Tumor
1008,1009,Tumor 3,Tumor
1120,1121,Tumor 2 (Ki67 Proliferating),Tumor
1340,1341,Tumor 3,Tumor
1373,1374,Tumor 4,Tumor
1446,1447,Tumor 3,Tumor
1491,1492,Tumor 3,Tumor
1678,1679,Tumor 4,Tumor
1853,1854,Tumor 4,Tumor
1831,1832,Tumor 3,Tumor
1758,1759,Tumor 6 / DC,Tumor
1767,1768,Tumor 6 / DC,Tumor
1732,1733,Tumor 6 / DC,Tumor
1751,1752,Tumor 4,Tumor
1823,1824,Tumor 6 / DC,Tumor
1714,1715,Tumor 6 / DC,Tumor
1417,1418,Tumor 4,Tumor
1376,1377,Tumor 2 (Ki67 Proliferating),Tumor
1554,1555,Tumor 6 / DC,Tumor
1538,1539,Tumor 6 / DC,Tumor
1774,1775,Tumor 2 (Ki67 Proliferating),Tumor
1607,1608,Tumor 6 / DC,Tumor
1806,1807,Tumor 6 / DC,Tumor
1686,1687,Tumor 6 / DC,Tumor
1669,1670,Tumor 2 (Ki67 Proliferating),Tumor
1709,1710,Tumor 4,Tumor
1638,1639,Tumor 6 / DC,Tumor
1623,1624,Tumor 3,Tumor
1255,1256,Tumor 4,Tumor
538,539,Tumor 6 / DC,Tumor
734,735,Tumor 1,Tumor
729,730,Tumor 4,Tumor
716,717,Tumor 7,Tumor
700,701,Tumor 6 / DC,Tumor
863,864,Tumor 6 / DC,Tumor
820,821,Tumor 3,Tumor
789,790,Tumor 3,Tumor
755,756,Tumor 3,Tumor
743,744,Tumor 4,Tumor
749,750,Tumor 2 (Ki67 Proliferating),Tumor
766,767,Tumor 2 (Ki67 Proliferating),Tumor
899,900,Tumor 2 (Ki67 Proliferating),Tumor
771,772,Tumor 6 / DC,Tumor
903,904,Tumor 4,Tumor
728,729,Tumor 6 / DC,Tumor
936,937,Tumor 3,Tumor
910,911,Tumor 6 / DC,Tumor
895,896,Tumor 4,Tumor
914,915,Tumor 6 / DC,Tumor
733,734,Tumor 6 / DC,Tumor
888,889,Tumor 4,Tumor
736,737,Tumor 4,Tumor
629,630,Tumor 6 / DC,Tumor
648,649,Tumor 4,Tumor
493,494,Tumor 3,Tumor
731,732,Tumor 4,Tumor
715,716,Tumor 4,Tumor
260,261,Tumor 1,Tumor
9,10,Tumor 3,Tumor
42,43,Tumor 3,Tumor
52,53,Tumor 4,Tumor
36,37,Tumor 6 / DC,Tumor
19,20,Tumor 6 / DC,Tumor
43,44,Tumor 6 / DC,Tumor
18,19,Tumor 6 / DC,Tumor
31,32,Tumor 6 / DC,Tumor
12,13,Tumor 4,Tumor
133,134,Tumor 1,Tumor
78,79,Tumor 3,Tumor
218,219,Tumor 1,Tumor
186,187,Tumor 1,Tumor
233,234,Tumor 1,Tumor
204,205,Tumor 1,Tumor
59,60,Tumor 3,Tumor
267,268,Tumor 2 (Ki67 Proliferating),Tumor
304,305,Tumor 2 (Ki67 Proliferating),Tumor
119,120,Tumor 2 (Ki67 Proliferating),Tumor
77,78,Tumor 3,Tumor
139,140,Tumor 2 (Ki67 Proliferating),Tumor
162,163,Tumor 2 (Ki67 Proliferating),Tumor
134,135,Tumor 7,Tumor
607,608,Tumor 1,Tumor
612,613,Tumor 6 / DC,Tumor
479,480,Tumor 4,Tumor
443,444,Tumor 4,Tumor
216,217,Tumor 6 / DC,Tumor
1784,1785,Tumor 3,Tumor
1842,1843,Tumor 1,Tumor
1822,1823,Tumor 1,Tumor
1812,1813,Tumor 1,Tumor
1857,1858,Tumor 1,Tumor
1727,1728,Tumor 1,Tumor
1752,1753,Tumor 1,Tumor
1606,1607,Tumor 7,Tumor
1664,1665,Tumor 1,Tumor
1589,1590,Tumor 3,Tumor
1529,1530,Tumor 3,Tumor
1527,1528,Tumor 3,Tumor
1440,1441,Tumor 7,Tumor
1531,1532,Tumor 1,Tumor
1317,1318,Tumor 2 (Ki67 Proliferating),Tumor
1320,1321,Tumor 4,Tumor
1495,1496,Tumor 4,Tumor
1479,1480,Tumor 4,Tumor
1470,1471,Tumor 3,Tumor
1342,1343,Tumor 4,Tumor
1338,1339,Tumor 6 / DC,Tumor
1334,1335,Tumor 7,Tumor
1372,1373,Tumor 7,Tumor
975,976,Tumor 7,Tumor
921,922,Tumor 3,Tumor
805,806,Tumor 7,Tumor
814,815,Tumor 7,Tumor
813,814,Tumor 1,Tumor
860,861,Tumor 1,Tumor
855,856,Tumor 4,Tumor
865,866,Tumor 1,Tumor
802,803,Tumor 1,Tumor
770,771,Tumor 3,Tumor
767,768,Tumor 1,Tumor
1413,1414,Tumor 6 / DC,Tumor
1352,1353,Tumor 5,Tumor
1322,1323,Tumor 6 / DC,Tumor
1451,1452,Tumor 6 / DC,Tumor
1416,1417,Tumor 4,Tumor
1465,1466,Tumor 2 (Ki67 Proliferating),Tumor
1469,1470,Tumor 6 / DC,Tumor
1301,1302,Tumor 3,Tumor
1772,1773,Tumor 2 (Ki67 Proliferating),Tumor
1755,1756,Tumor 6 / DC,Tumor
1788,1789,Tumor 2 (Ki67 Proliferating),Tumor
1811,1812,Tumor 6 / DC,Tumor
1832,1833,Tumor 6 / DC,Tumor
1410,1411,Tumor 3,Tumor
1359,1360,Tumor 4,Tumor
906,907,Tumor 6 / DC,Tumor
1542,1543,Tumor 6 / DC,Tumor
1428,1429,Tumor 4,Tumor
1492,1493,Tumor 3,Tumor
1517,1518,Tumor 6 / DC,Tumor
1805,1806,Tumor 3,Tumor
1769,1770,Tumor 2 (Ki67 Proliferating),Tumor
1753,1754,Tumor 3,Tumor
1742,1743,Tumor 3,Tumor
1756,1757,Tumor 2 (Ki67 Proliferating),Tumor
1778,1779,Tumor 4,Tumor
1728,1729,Tumor 2 (Ki67 Proliferating),Tumor
1643,1644,Tumor 1,Tumor
1665,1666,Tumor 1,Tumor
1645,1646,Tumor 3,Tumor
1627,1628,Tumor 6 / DC,Tumor
1569,1570,Tumor 4,Tumor
1534,1535,Tumor 6 / DC,Tumor
542,543,Tumor 2 (Ki67 Proliferating),Tumor
572,573,Tumor 2 (Ki67 Proliferating),Tumor
568,569,Tumor 2 (Ki67 Proliferating),Tumor
588,589,Tumor 2 (Ki67 Proliferating),Tumor
274,275,Tumor 6 / DC,Tumor
208,209,Tumor 4,Tumor
322,323,Tumor 4,Tumor
676,677,Tumor 6 / DC,Tumor
684,685,Tumor 6 / DC,Tumor
662,663,Tumor 3,Tumor
664,665,Tumor 3,Tumor
747,748,Tumor 3,Tumor
722,723,Tumor 6 / DC,Tumor
753,754,Tumor 6 / DC,Tumor
742,743,Tumor 1,Tumor
777,778,Tumor 2 (Ki67 Proliferating),Tumor
930,931,Tumor 3,Tumor
754,755,Tumor 1,Tumor
711,712,Tumor 1,Tumor
680,681,Tumor 3,Tumor
1374,1375,Tumor 6 / DC,Tumor
1299,1300,Tumor 6 / DC,Tumor
717,718,Tumor 3,Tumor
853,854,Tumor 6 / DC,Tumor
885,886,Tumor 7,Tumor
862,863,Tumor 6 / DC,Tumor
797,798,Tumor 6 / DC,Tumor
762,763,Tumor 6 / DC,Tumor
822,823,Tumor 6 / DC,Tumor
821,822,Tumor 6 / DC,Tumor
781,782,Tumor 2 (Ki67 Proliferating),Tumor
828,829,Tumor 4,Tumor
782,783,Tumor 6 / DC,Tumor
819,820,Tumor 5,Tumor
769,770,Tumor 2 (Ki67 Proliferating),Tumor
841,842,Tumor 4,Tumor
823,824,Tumor 6 / DC,Tumor
794,795,Tumor 2 (Ki67 Proliferating),Tumor
807,808,Tumor 6 / DC,Tumor
1036,1037,Tumor 1,Tumor
977,978,Tumor 6 / DC,Tumor
1015,1016,Tumor 6 / DC,Tumor
960,961,Tumor 6 / DC,Tumor
990,991,Tumor 3,Tumor
1021,1022,Tumor 6 / DC,Tumor
1076,1077,Tumor 6 / DC,Tumor
1048,1049,Tumor 6 / DC,Tumor
1086,1087,Tumor 6 / DC,Tumor
1108,1109,Tumor 2 (Ki67 Proliferating),Tumor
790,791,Tumor 4,Tumor
1280,1281,Tumor 2 (Ki67 Proliferating),Tumor
1283,1284,Tumor 2 (Ki67 Proliferating),Tumor
750,751,Tumor 4,Tumor
764,765,Tumor 3,Tumor
787,788,Tumor 3,Tumor
758,759,Tumor 4,Tumor
656,657,Tumor 1,Tumor
647,648,Tumor 3,Tumor
694,695,Tumor 1,Tumor
637,638,Tumor 3,Tumor
624,625,Tumor 1,Tumor
699,700,Tumor 1,Tumor
266,267,Tumor 2 (Ki67 Proliferating),Tumor
265,266,Tumor 2 (Ki67 Proliferating),Tumor
295,296,Tumor 2 (Ki67 Proliferating),Tumor
229,230,Tumor 7,Tumor
488,489,Tumor 6 / DC,Tumor
482,483,Tumor 7,Tumor
431,432,Tumor 3,Tumor
340,341,Tumor 1,Tumor
321,322,Tumor 1,Tumor
341,342,Tumor 1,Tumor
381,382,Tumor 1,Tumor
1,2,Tumor 6 / DC,Tumor
99,100,Tumor 3,Tumor
142,143,Tumor 4,Tumor
113,114,Tumor 3,Tumor
55,56,Tumor 6 / DC,Tumor
39,40,Tumor 6 / DC,Tumor
35,36,Tumor 3,Tumor
200,201,Tumor 1,Tumor
185,186,Tumor 1,Tumor
173,174,Tumor 1,Tumor
219,220,Tumor 1,Tumor
202,203,Tumor 1,Tumor
223,224,Tumor 1,Tumor
163,164,Tumor 4,Tumor
209,210,Tumor 4,Tumor
242,243,Tumor 2 (Ki67 Proliferating),Tumor
203,204,Tumor 1,Tumor
610,611,Tumor 2 (Ki67 Proliferating),Tumor
580,581,Tumor 6 / DC,Tumor
553,554,Tumor 6 / DC,Tumor
574,575,Tumor 4,Tumor
594,595,Tumor 6 / DC,Tumor
536,537,Tumor 4,Tumor
545,546,Tumor 6 / DC,Tumor
566,567,Tumor 2 (Ki67 Proliferating),Tumor
188,189,Tumor 2 (Ki67 Proliferating),Tumor
383,384,Tumor 6 / DC,Tumor
387,388,Tumor 2 (Ki67 Proliferating),Tumor
28,29,Tumor 4,Tumor
53,54,Tumor 4,Tumor
20,21,Tumor 4,Tumor
1786,1787,Tumor 2 (Ki67 Proliferating),Tumor
1687,1688,Tumor 4,Tumor
1763,1764,Tumor 1,Tumor
1634,1635,Tumor 4,Tumor
1671,1672,Tumor 1,Tumor
1388,1389,Tumor 3,Tumor
1412,1413,Tumor 3,Tumor
1699,1700,Tumor 7,Tumor
1719,1720,Tumor 3,Tumor
1487,1488,Tumor 3,Tumor
1481,1482,Tumor 3,Tumor
1424,1425,Tumor 7,Tumor
1513,1514,Tumor 3,Tumor
1598,1599,Tumor 1,Tumor
1613,1614,Tumor 1,Tumor
1582,1583,Tumor 3,Tumor
1578,1579,Tumor 4,Tumor
1402,1403,Tumor 4,Tumor
1459,1460,Tumor 4,Tumor
1363,1364,Tumor 3,Tumor
1285,1286,Tumor 3,Tumor
1258,1259,Tumor 7,Tumor
985,986,Tumor 7,Tumor
972,973,Tumor 1,Tumor
956,957,Tumor 7,Tumor
1046,1047,Tumor 7,Tumor
1382,1383,Tumor 3,Tumor
1345,1346,Tumor 3,Tumor
1390,1391,Tumor 7,Tumor
1419,1420,Tumor 1,Tumor
1454,1455,Tumor 7,Tumor
1473,1474,Tumor 3,Tumor
1378,1379,Tumor 4,Tumor
1400,1401,Tumor 6 / DC,Tumor
1632,1633,Tumor 3,Tumor
1657,1658,Tumor 3,Tumor
1610,1611,Tumor 4,Tumor
1560,1561,Tumor 4,Tumor
1584,1585,Tumor 6 / DC,Tumor
1562,1563,Tumor 6 / DC,Tumor
1619,1620,Tumor 6 / DC,Tumor
1642,1643,Tumor 6 / DC,Tumor
1266,1267,Tumor 4,Tumor
1504,1505,Tumor 6 / DC,Tumor
1507,1508,Tumor 1,Tumor
1464,1465,Tumor 3,Tumor
1399,1400,Tumor 6 / DC,Tumor
1448,1449,Tumor 3,Tumor
1453,1454,Tumor 4,Tumor
1343,1344,Tumor 3,Tumor
1316,1317,Tumor 3,Tumor
1332,1333,Tumor 2 (Ki67 Proliferating),Tumor
1344,1345,Tumor 7,Tumor
1375,1376,Tumor 7,Tumor
856,857,Tumor 1,Tumor
804,805,Tumor 3,Tumor
926,927,Tumor 1,Tumor
929,930,Tumor 7,Tumor
958,959,Tumor 7,Tumor
836,837,Tumor 4,Tumor
800,801,Tumor 4,Tumor
817,818,Tumor 3,Tumor
874,875,Tumor 3,Tumor
1379,1380,Tumor 4,Tumor
940,941,Tumor 3,Tumor
1568,1569,Tumor 2 (Ki67 Proliferating),Tumor
1520,1521,Tumor 4,Tumor
1544,1545,Tumor 6 / DC,Tumor
1577,1578,Tumor 6 / DC,Tumor
1770,1771,Tumor 2 (Ki67 Proliferating),Tumor
1675,1676,Tumor 2 (Ki67 Proliferating),Tumor
1528,1529,Tumor 3,Tumor
1546,1547,Tumor 3,Tumor
1567,1568,Tumor 2 (Ki67 Proliferating),Tumor
1533,1534,Tumor 3,Tumor
1401,1402,Tumor 2 (Ki67 Proliferating),Tumor
1476,1477,Tumor 3,Tumor
576,577,Tumor 6 / DC,Tumor
626,627,Tumor 6 / DC,Tumor
646,647,Tumor 3,Tumor
556,557,Tumor 6 / DC,Tumor
454,455,Tumor 3,Tumor
459,460,Tumor 4,Tumor
424,425,Tumor 6 / DC,Tumor
415,416,Tumor 4,Tumor
707,708,Tumor 3,Tumor
671,672,Tumor 3,Tumor
693,694,Tumor 3,Tumor
738,739,Tumor 2 (Ki67 Proliferating),Tumor
63,64,Tumor 4,Tumor
225,226,Tumor 3,Tumor
212,213,Tumor 3,Tumor
236,237,Tumor 4,Tumor
253,254,Tumor 3,Tumor
222,223,Tumor 4,Tumor
397,398,Tumor 3,Tumor
405,406,Tumor 4,Tumor
301,302,Tumor 3,Tumor
329,330,Tumor 6 / DC,Tumor
283,284,Tumor 3,Tumor
262,263,Tumor 3,Tumor
303,304,Tumor 3,Tumor
268,269,Tumor 3,Tumor
642,643,Tumor 3,Tumor
373,374,Tumor 2 (Ki67 Proliferating),Tumor
382,383,Tumor 6 / DC,Tumor
598,599,Tumor 6 / DC,Tumor
496,497,Tumor 1,Tumor
433,434,Tumor 1,Tumor
395,396,Tumor 3,Tumor
663,664,Tumor 3,Tumor
675,676,Tumor 3,Tumor
641,642,Tumor 3,Tumor
672,673,Tumor 7,Tumor
851,852,Tumor 1,Tumor
775,776,Tumor 1,Tumor
890,891,Tumor 1,Tumor
938,939,Tumor 3,Tumor
1087,1088,Tumor 4,Tumor
1050,1051,Tumor 4,Tumor
1049,1050,Tumor 1,Tumor
1221,1222,Tumor 6 / DC,Tumor
1215,1216,Tumor 4,Tumor
761,762,Tumor 4,Tumor
752,753,Tumor 6 / DC,Tumor
952,953,Tumor 4,Tumor
898,899,Tumor 4,Tumor
876,877,Tumor 6 / DC,Tumor
1178,1179,Tumor 4,Tumor
812,813,Tumor 3,Tumor
846,847,Tumor 3,Tumor
349,350,Tumor 4,Tumor
380,381,Tumor 7,Tumor
376,377,Tumor 2 (Ki67 Proliferating),Tumor
413,414,Tumor 4,Tumor
280,281,Tumor 7,Tumor
450,451,Tumor 3,Tumor
470,471,Tumor 3,Tumor
407,408,Tumor 1,Tumor
462,463,Tumor 3,Tumor
448,449,Tumor 1,Tumor
398,399,Tumor 7,Tumor
403,404,Tumor 3,Tumor
428,429,Tumor 3,Tumor
316,317,Tumor 3,Tumor
273,274,Tumor 1,Tumor
250,251,Tumor 1,Tumor
357,358,Tumor 1,Tumor
375,376,Tumor 3,Tumor
356,357,Tumor 3,Tumor
333,334,Tumor 1,Tumor
347,348,Tumor 1,Tumor
5,6,Tumor 3,Tumor
114,115,Tumor 4,Tumor
117,118,Tumor 4,Tumor
239,240,Tumor 7,Tumor
436,437,Tumor 7,Tumor
15,16,Tumor 3,Tumor
368,369,Tumor 4,Tumor
25,26,Tumor 4,Tumor
37,38,Tumor 6 / DC,Tumor
7,8,Tumor 4,Tumor
8,9,Tumor 1,Tumor
118,119,Tumor 4,Tumor
248,249,Tumor 4,Tumor
453,454,Tumor 4,Tumor
401,402,Tumor 3,Tumor
82,83,Tumor 4,Tumor
88,89,Tumor 4,Tumor
68,69,Tumor 4,Tumor
1729,1730,Tumor 3,Tumor
1764,1765,Tumor 1,Tumor
1746,1747,Tumor 2 (Ki67 Proliferating),Tumor
1706,1707,Tumor 3,Tumor
1713,1714,Tumor 2 (Ki67 Proliferating),Tumor
1776,1777,Tumor 7,Tumor
1787,1788,Tumor 3,Tumor
1817,1818,Tumor 3,Tumor
1825,1826,Tumor 3,Tumor
1794,1795,Tumor 1,Tumor
1723,1724,Tumor 3,Tumor
1744,1745,Tumor 3,Tumor
1716,1717,Tumor 3,Tumor
1696,1697,Tumor 4,Tumor
1694,1695,Tumor 3,Tumor
1670,1671,Tumor 7,Tumor
1649,1650,Tumor 7,Tumor
1685,1686,Tumor 1,Tumor
1551,1552,Tumor 3,Tumor
1425,1426,Tumor 7,Tumor
1674,1675,Tumor 7,Tumor
1707,1708,Tumor 7,Tumor
1711,1712,Tumor 3,Tumor
1682,1683,Tumor 7,Tumor
1647,1648,Tumor 7,Tumor
1550,1551,Tumor 3,Tumor
1545,1546,Tumor 3,Tumor
1570,1571,Tumor 7,Tumor
1509,1510,Tumor 3,Tumor
1588,1589,Tumor 7,Tumor
1611,1612,Tumor 3,Tumor
1268,1269,Tumor 3,Tumor
1370,1371,Tumor 6 / DC,Tumor
1308,1309,Tumor 3,Tumor
1059,1060,Tumor 3,Tumor
1113,1114,Tumor 7,Tumor
1067,1068,Tumor 3,Tumor
1585,1586,Tumor 4,Tumor
1489,1490,Tumor 7,Tumor
1555,1556,Tumor 1,Tumor
1300,1301,Tumor 7,Tumor
1179,1180,Tumor 4,Tumor
1147,1148,Tumor 4,Tumor
1022,1023,Tumor 4,Tumor
1548,1549,Tumor 4,Tumor
1580,1581,Tumor 3,Tumor
1595,1596,Tumor 4,Tumor
1490,1491,Tumor 3,Tumor
1472,1473,Tumor 4,Tumor
1471,1472,Tumor 4,Tumor
1511,1512,Tumor 1,Tumor
1456,1457,Tumor 3,Tumor
1409,1410,Tumor 4,Tumor
1362,1363,Tumor 4,Tumor
1360,1361,Tumor 1,Tumor
1260,1261,Tumor 7,Tumor
1333,1334,Tumor 7,Tumor
1290,1291,Tumor 7,Tumor
1229,1230,Tumor 7,Tumor
847,848,Tumor 1,Tumor
879,880,Tumor 1,Tumor
880,881,Tumor 1,Tumor
816,817,Tumor 7,Tumor
825,826,Tumor 7,Tumor
791,792,Tumor 1,Tumor
1311,1312,Tumor 6 / DC,Tumor
1347,1348,Tumor 6 / DC,Tumor
957,958,Tumor 6 / DC,Tumor
986,987,Tumor 6 / DC,Tumor
953,954,Tumor 6 / DC,Tumor
998,999,Tumor 6 / DC,Tumor
959,960,Tumor 6 / DC,Tumor
1418,1419,Tumor 6 / DC,Tumor
1457,1458,Tumor 6 / DC,Tumor
1405,1406,Tumor 6 / DC,Tumor
1436,1437,Tumor 3,Tumor
1422,1423,Tumor 7,Tumor
1395,1396,Tumor 6 / DC,Tumor
1391,1392,Tumor 6 / DC,Tumor
1496,1497,Tumor 2 (Ki67 Proliferating),Tumor
1803,1804,Tumor 2 (Ki67 Proliferating),Tumor
1615,1616,Tumor 6 / DC,Tumor
1662,1663,Tumor 6 / DC,Tumor
1691,1692,Tumor 2 (Ki67 Proliferating),Tumor
1695,1696,Tumor 6 / DC,Tumor
1435,1436,Tumor 3,Tumor
1414,1415,Tumor 2 (Ki67 Proliferating),Tumor
1463,1464,Tumor 6 / DC,Tumor
1458,1459,Tumor 6 / DC,Tumor
571,572,Tumor 3,Tumor
558,559,Tumor 6 / DC,Tumor
649,650,Tumor 6 / DC,Tumor
104,105,Tumor 1,Tumor
95,96,Tumor 4,Tumor
120,121,Tumor 4,Tumor
144,145,Tumor 1,Tumor
135,136,Tumor 1,Tumor
169,170,Tumor 4,Tumor
125,126,Tumor 1,Tumor
131,132,Tumor 1,Tumor
176,177,Tumor 3,Tumor
207,208,Tumor 1,Tumor
469,470,Tumor 6 / DC,Tumor
408,409,Tumor 3,Tumor
420,421,Tumor 4,Tumor
451,452,Tumor 4,Tumor
385,386,Tumor 2 (Ki67 Proliferating),Tumor
365,366,Tumor 2 (Ki67 Proliferating),Tumor
519,520,Tumor 2 (Ki67 Proliferating),Tumor
523,524,Tumor 4,Tumor
490,491,Tumor 4,Tumor
480,481,Tumor 3,Tumor
461,462,Tumor 4,Tumor
501,502,Tumor 4,Tumor
540,541,Tumor 3,Tumor
575,576,Tumor 2 (Ki67 Proliferating),Tumor
564,565,Tumor 2 (Ki67 Proliferating),Tumor
517,518,Tumor 6 / DC,Tumor
984,985,Tumor 6 / DC,Tumor
945,946,Tumor 6 / DC,Tumor
944,945,Tumor 1,Tumor
916,917,Tumor 1,Tumor
893,894,Tumor 1,Tumor
835,836,Tumor 1,Tumor
829,830,Tumor 1,Tumor
872,873,Tumor 6 / DC,Tumor
1102,1103,Tumor 6 / DC,Tumor
1234,1235,Tumor 4,Tumor
1041,1042,Tumor 4,Tumor
1109,1110,Tumor 3,Tumor
882,883,Tumor 1,Tumor
852,853,Tumor 5,Tumor
810,811,Tumor 3,Tumor
783,784,Tumor 1,Tumor
1016,1017,Tumor 4,Tumor
313,314,Tumor 1,Tumor
338,339,Tumor 3,Tumor
366,367,Tumor 2 (Ki67 Proliferating),Tumor
291,292,Tumor 7,Tumor
305,306,Tumor 2 (Ki67 Proliferating),Tumor
257,258,Tumor 1,Tumor
300,301,Tumor 2 (Ki67 Proliferating),Tumor
44,45,Tumor 3,Tumor
41,42,Tumor 3,Tumor
30,31,Tumor 3,Tumor
6,7,Tumor 3,Tumor
325,326,Tumor 7,Tumor
156,157,Tumor 4,Tumor
172,173,Tumor 2 (Ki67 Proliferating),Tumor
171,172,Tumor 1,Tumor
178,179,Tumor 4,Tumor
122,123,Tumor 4,Tumor
146,147,Tumor 2 (Ki67 Proliferating),Tumor
138,139,Tumor 3,Tumor
93,94,Tumor 4,Tumor
94,95,Tumor 4,Tumor
388,389,Tumor 7,Tumor
487,488,Tumor 7,Tumor
14,15,Tumor 1,Tumor
27,28,Tumor 4,Tumor
26,27,Tumor 4,Tumor
60,61,Tumor 4,Tumor
181,182,Tumor 4,Tumor
149,150,Tumor 4,Tumor
312,313,Tumor 4,Tumor
310,311,Tumor 2 (Ki67 Proliferating),Tumor
377,378,Tumor 3,Tumor
360,361,Tumor 6 / DC,Tumor
302,303,Tumor 3,Tumor
344,345,Tumor 6 / DC,Tumor
332,333,Tumor 4,Tumor
339,340,Tumor 6 / DC,Tumor
511,512,Tumor 2 (Ki67 Proliferating),Tumor
524,525,Tumor 2 (Ki67 Proliferating),Tumor
541,542,Tumor 6 / DC,Tumor
238,239,Tumor 4,Tumor
258,259,Tumor 4,Tumor
232,233,Tumor 2 (Ki67 Proliferating),Tumor
224,225,Tumor 6 / DC,Tumor
193,194,Tumor 4,Tumor
189,190,Tumor 6 / DC,Tumor
503,504,Tumor 4,Tumor
472,473,Tumor 3,Tumor
440,441,Tumor 4,Tumor
442,443,Tumor 4,Tumor
389,390,Tumor 6 / DC,Tumor
379,380,Tumor 6 / DC,Tumor
1603,1604,Tumor 3,Tumor
1599,1600,Tumor 3,Tumor
1799,1800,Tumor 3,Tumor
1741,1742,Tumor 3,Tumor
1738,1739,Tumor 4,Tumor
1721,1722,Tumor 3,Tumor
1757,1758,Tumor 3,Tumor
1740,1741,Tumor 3,Tumor
1718,1719,Tumor 3,Tumor
1583,1584,Tumor 3,Tumor
1624,1625,Tumor 7,Tumor
1602,1603,Tumor 3,Tumor
1564,1565,Tumor 3,Tumor
1622,1623,Tumor 3,Tumor
1641,1642,Tumor 3,Tumor
1152,1153,Tumor 3,Tumor
1149,1150,Tumor 3,Tumor
1502,1503,Tumor 4,Tumor
1522,1523,Tumor 3,Tumor
1114,1115,Tumor 3,Tumor
1099,1100,Tumor 7,Tumor
1272,1273,Tumor 3,Tumor
1243,1244,Tumor 7,Tumor
1167,1168,Tumor 7,Tumor
1031,1032,Tumor 7,Tumor
994,995,Tumor 7,Tumor
993,994,Tumor 7,Tumor
1006,1007,Tumor 7,Tumor
955,956,Tumor 4,Tumor
946,947,Tumor 3,Tumor
915,916,Tumor 1,Tumor
1025,1026,Tumor 3,Tumor
969,970,Tumor 3,Tumor
1002,1003,Tumor 3,Tumor
1181,1182,Tumor 4,Tumor
947,948,Tumor 3,Tumor
963,964,Tumor 3,Tumor
913,914,Tumor 7,Tumor
981,982,Tumor 3,Tumor
919,920,Tumor 1,Tumor
1557,1558,Tumor 3,Tumor
1572,1573,Tumor 3,Tumor
1536,1537,Tumor 3,Tumor
1499,1500,Tumor 4,Tumor
1594,1595,Tumor 4,Tumor
1556,1557,Tumor 4,Tumor
