,CELL_ID,CELL_TYPE,CELL_CLASS
1655,1656,Tumor 1,Tumor
1620,1621,Tumor 7,Tumor
1581,1582,Tumor 1,Tumor
1656,1657,Tumor 1,Tumor
1631,1632,Tumor 7,Tumor
1779,1780,Tumor 7,Tumor
1812,1813,Tumor 1,Tumor
1917,1918,Tumor 7,Tumor
1944,1945,Tumor 1,Tumor
1998,1999,Tumor 1,Tumor
2231,2232,Tumor 2 (Ki67 Proliferating),Tumor
2184,2185,Tumor 6 / DC,Tumor
2244,2245,Tumor 3,Tumor
1289,1290,Tumor 1,Tumor
1038,1039,Tumor 3,Tumor
626,627,Tumor 5,Tumor
535,536,Tumor 3,Tumor
509,510,Tumor 3,Tumor
729,730,Tumor 3,Tumor
664,665,Tumor 3,Tumor
2089,2090,Tumor 6 / DC,Tumor
2108,2109,Tumor 7,Tumor
2072,2073,Tumor 6 / DC,Tumor
2107,2108,Tumor 1,Tumor
2019,2020,Tumor 2 (Ki67 Proliferating),Tumor
2030,2031,Tumor 1,Tumor
2034,2035,Tumor 1,Tumor
1956,1957,Tumor 1,Tumor
2003,2004,Tumor 1,Tumor
969,970,Tumor 6 / DC,Tumor
998,999,Tumor 2 (Ki67 Proliferating),Tumor
2139,2140,Tumor 3,Tumor
2269,2270,Tumor 2 (Ki67 Proliferating),Tumor
989,990,Tumor 3,Tumor
12,13,Tumor 4,Tumor
21,22,Tumor 4,Tumor
37,38,Tumor 1,Tumor
304,305,Tumor 7,Tumor
332,333,Tumor 6 / DC,Tumor
438,439,Tumor 6 / DC,Tumor
445,446,Tumor 6 / DC,Tumor
365,366,Tumor 6 / DC,Tumor
373,374,Tumor 1,Tumor
497,498,Tumor 7,Tumor
538,539,Tumor 7,Tumor
544,545,Tumor 7,Tumor
463,464,Tumor 7,Tumor
2232,2233,Tumor 6 / DC,Tumor
2236,2237,Tumor 6 / DC,Tumor
2251,2252,Tumor 6 / DC,Tumor
1091,1092,Tumor 1,Tumor
471,472,Tumor 3,Tumor
707,708,Tumor 6 / DC,Tumor
701,702,Tumor 2 (Ki67 Proliferating),Tumor
923,924,Tumor 6 / DC,Tumor
811,812,Tumor 3,Tumor
334,335,Tumor 3,Tumor
856,857,Tumor 7,Tumor
810,811,Tumor 1,Tumor
915,916,Tumor 7,Tumor
933,934,Tumor 7,Tumor
922,923,Tumor 1,Tumor
964,965,Tumor 7,Tumor
867,868,Tumor 3,Tumor
884,885,Tumor 1,Tumor
207,208,Tumor 1,Tumor
958,959,Tumor 4,Tumor
926,927,Tumor 6 / DC,Tumor
1027,1028,Tumor 7,Tumor
1076,1077,Tumor 2 (Ki67 Proliferating),Tumor
1046,1047,Tumor 7,Tumor
995,996,Tumor 7,Tumor
1055,1056,Tumor 7,Tumor
1003,1004,Tumor 7,Tumor
976,977,Tumor 7,Tumor
2038,2039,Tumor 1,Tumor
2146,2147,Tumor 6 / DC,Tumor
2241,2242,Tumor 2 (Ki67 Proliferating),Tumor
2260,2261,Tumor 6 / DC,Tumor
2229,2230,Tumor 6 / DC,Tumor
1451,1452,Tumor 1,Tumor
1449,1450,Tumor 1,Tumor
1407,1408,Tumor 1,Tumor
1398,1399,Tumor 7,Tumor
1569,1570,Tumor 2 (Ki67 Proliferating),Tumor
1522,1523,Tumor 1,Tumor
1365,1366,Tumor 2 (Ki67 Proliferating),Tumor
1424,1425,Tumor 7,Tumor
1385,1386,Tumor 2 (Ki67 Proliferating),Tumor
1416,1417,Tumor 2 (Ki67 Proliferating),Tumor
1371,1372,Tumor 3,Tumor
1395,1396,Tumor 4,Tumor
1095,1096,Tumor 6 / DC,Tumor
1223,1224,Tumor 6 / DC,Tumor
1125,1126,Tumor 2 (Ki67 Proliferating),Tumor
1100,1101,Tumor 7,Tumor
1210,1211,Tumor 7,Tumor
1040,1041,Tumor 1,Tumor
1065,1066,Tumor 1,Tumor
513,514,Tumor 1,Tumor
1450,1451,Tumor 2 (Ki67 Proliferating),Tumor
1413,1414,Tumor 3,Tumor
1558,1559,Tumor 3,Tumor
1426,1427,Tumor 7,Tumor
1414,1415,Tumor 2 (Ki67 Proliferating),Tumor
1362,1363,Tumor 2 (Ki67 Proliferating),Tumor
1957,1958,Tumor 3,Tumor
1964,1965,Tumor 1,Tumor
2054,2055,Tumor 1,Tumor
2051,2052,Tumor 1,Tumor
2085,2086,Tumor 1,Tumor
2029,2030,Tumor 1,Tumor
2106,2107,Tumor 1,Tumor
1019,1020,Tumor 3,Tumor
999,1000,Tumor 4,Tumor
1033,1034,Tumor 6 / DC,Tumor
1307,1308,Tumor 4,Tumor
1265,1266,Tumor 3,Tumor
1113,1114,Tumor 6 / DC,Tumor
1256,1257,Tumor 3,Tumor
1086,1087,Tumor 4,Tumor
1044,1045,Tumor 6 / DC,Tumor
1135,1136,Tumor 3,Tumor
1071,1072,Tumor 3,Tumor
1045,1046,Tumor 6 / DC,Tumor
1013,1014,Tumor 6 / DC,Tumor
44,45,Tumor 4,Tumor
64,65,Tumor 4,Tumor
13,14,Tumor 1,Tumor
55,56,Tumor 1,Tumor
360,361,Tumor 4,Tumor
320,321,Tumor 1,Tumor
344,345,Tumor 6 / DC,Tumor
368,369,Tumor 3,Tumor
369,370,Tumor 1,Tumor
426,427,Tumor 7,Tumor
383,384,Tumor 4,Tumor
428,429,Tumor 2 (Ki67 Proliferating),Tumor
386,387,Tumor 7,Tumor
359,360,Tumor 1,Tumor
301,302,Tumor 1,Tumor
324,325,Tumor 1,Tumor
343,344,Tumor 7,Tumor
380,381,Tumor 7,Tumor
407,408,Tumor 7,Tumor
408,409,Tumor 6 / DC,Tumor
355,356,Tumor 1,Tumor
388,389,Tumor 1,Tumor
491,492,Tumor 6 / DC,Tumor
499,500,Tumor 2 (Ki67 Proliferating),Tumor
452,453,Tumor 6 / DC,Tumor
456,457,Tumor 6 / DC,Tumor
419,420,Tumor 6 / DC,Tumor
451,452,Tumor 3,Tumor
413,414,Tumor 1,Tumor
418,419,Tumor 1,Tumor
378,379,Tumor 6 / DC,Tumor
381,382,Tumor 6 / DC,Tumor
699,700,Tumor 6 / DC,Tumor
700,701,Tumor 6 / DC,Tumor
741,742,Tumor 4,Tumor
1330,1331,Tumor 4,Tumor
775,776,Tumor 7,Tumor
286,287,Tumor 3,Tumor
409,410,Tumor 6 / DC,Tumor
829,830,Tumor 7,Tumor
849,850,Tumor 7,Tumor
1175,1176,Tumor 3,Tumor
1137,1138,Tumor 3,Tumor
33,34,Tumor 4,Tumor
56,57,Tumor 6 / DC,Tumor
258,259,Tumor 3,Tumor
797,798,Tumor 6 / DC,Tumor
636,637,Tumor 3,Tumor
675,676,Tumor 3,Tumor
366,367,Tumor 7,Tumor
609,610,Tumor 7,Tumor
689,690,Tumor 7,Tumor
1353,1354,Tumor 1,Tumor
1985,1986,Tumor 1,Tumor
2011,2012,Tumor 1,Tumor
2157,2158,Tumor 6 / DC,Tumor
2113,2114,Tumor 6 / DC,Tumor
2206,2207,Tumor 2 (Ki67 Proliferating),Tumor
2207,2208,Tumor 6 / DC,Tumor
1440,1441,Tumor 2 (Ki67 Proliferating),Tumor
1555,1556,Tumor 7,Tumor
1532,1533,Tumor 2 (Ki67 Proliferating),Tumor
1517,1518,Tumor 1,Tumor
1583,1584,Tumor 1,Tumor
1612,1613,Tumor 3,Tumor
1585,1586,Tumor 3,Tumor
1300,1301,Tumor 3,Tumor
1348,1349,Tumor 1,Tumor
1390,1391,Tumor 1,Tumor
1344,1345,Tumor 3,Tumor
1262,1263,Tumor 2 (Ki67 Proliferating),Tumor
1284,1285,Tumor 1,Tumor
1308,1309,Tumor 1,Tumor
1267,1268,Tumor 2 (Ki67 Proliferating),Tumor
1329,1330,Tumor 3,Tumor
1305,1306,Tumor 6 / DC,Tumor
1304,1305,Tumor 6 / DC,Tumor
1279,1280,Tumor 3,Tumor
1233,1234,Tumor 4,Tumor
1272,1273,Tumor 3,Tumor
1259,1260,Tumor 1,Tumor
1180,1181,Tumor 2 (Ki67 Proliferating),Tumor
1220,1221,Tumor 6 / DC,Tumor
1194,1195,Tumor 2 (Ki67 Proliferating),Tumor
1138,1139,Tumor 4,Tumor
1158,1159,Tumor 3,Tumor
1179,1180,Tumor 2 (Ki67 Proliferating),Tumor
1211,1212,Tumor 2 (Ki67 Proliferating),Tumor
1057,1058,Tumor 3,Tumor
551,552,Tumor 1,Tumor
594,595,Tumor 6 / DC,Tumor
791,792,Tumor 2 (Ki67 Proliferating),Tumor
2023,2024,Tumor 1,Tumor
2059,2060,Tumor 6 / DC,Tumor
2052,2053,Tumor 1,Tumor
1987,1988,Tumor 7,Tumor
2009,2010,Tumor 1,Tumor
1945,1946,Tumor 1,Tumor
1912,1913,Tumor 1,Tumor
1901,1902,Tumor 1,Tumor
1025,1026,Tumor 4,Tumor
1047,1048,Tumor 2 (Ki67 Proliferating),Tumor
1062,1063,Tumor 6 / DC,Tumor
1024,1025,Tumor 6 / DC,Tumor
1001,1002,Tumor 6 / DC,Tumor
1649,1650,Tumor 3,Tumor
1627,1628,Tumor 6 / DC,Tumor
1735,1736,Tumor 6 / DC,Tumor
2185,2186,Tumor 3,Tumor
2211,2212,Tumor 4,Tumor
2204,2205,Tumor 3,Tumor
2264,2265,Tumor 4,Tumor
1249,1250,Tumor 2 (Ki67 Proliferating),Tumor
1235,1236,Tumor 3,Tumor
1173,1174,Tumor 6 / DC,Tumor
1195,1196,Tumor 6 / DC,Tumor
1087,1088,Tumor 7,Tumor
1142,1143,Tumor 3,Tumor
1072,1073,Tumor 3,Tumor
1129,1130,Tumor 2 (Ki67 Proliferating),Tumor
945,946,Tumor 3,Tumor
894,895,Tumor 4,Tumor
838,839,Tumor 6 / DC,Tumor
869,870,Tumor 6 / DC,Tumor
978,979,Tumor 2 (Ki67 Proliferating),Tumor
228,229,Tumor 6 / DC,Tumor
243,244,Tumor 3,Tumor
245,246,Tumor 3,Tumor
201,202,Tumor 2 (Ki67 Proliferating),Tumor
5,6,Tumor 4,Tumor
6,7,Tumor 4,Tumor
59,60,Tumor 3,Tumor
69,70,Tumor 1,Tumor
284,285,Tumor 1,Tumor
285,286,Tumor 4,Tumor
317,318,Tumor 1,Tumor
186,187,Tumor 1,Tumor
325,326,Tumor 1,Tumor
316,317,Tumor 1,Tumor
342,343,Tumor 1,Tumor
354,355,Tumor 1,Tumor
433,434,Tumor 1,Tumor
556,557,Tumor 7,Tumor
1082,1083,Tumor 7,Tumor
706,707,Tumor 1,Tumor
655,656,Tumor 3,Tumor
1324,1325,Tumor 2 (Ki67 Proliferating),Tumor
1306,1307,Tumor 2 (Ki67 Proliferating),Tumor
1351,1352,Tumor 1,Tumor
1309,1310,Tumor 7,Tumor
1052,1053,Tumor 3,Tumor
1085,1086,Tumor 7,Tumor
1067,1068,Tumor 2 (Ki67 Proliferating),Tumor
940,941,Tumor 4,Tumor
965,966,Tumor 3,Tumor
777,778,Tumor 7,Tumor
817,818,Tumor 7,Tumor
78,79,Tumor 3,Tumor
115,116,Tumor 3,Tumor
198,199,Tumor 3,Tumor
143,144,Tumor 3,Tumor
786,787,Tumor 4,Tumor
691,692,Tumor 3,Tumor
8,9,Tumor 4,Tumor
0,1,Tumor 4,Tumor
23,24,Tumor 4,Tumor
1,2,Tumor 4,Tumor
45,46,Tumor 4,Tumor
75,76,Tumor 6 / DC,Tumor
912,913,Tumor 4,Tumor
938,939,Tumor 4,Tumor
919,920,Tumor 2 (Ki67 Proliferating),Tumor
733,734,Tumor 2 (Ki67 Proliferating),Tumor
389,390,Tumor 6 / DC,Tumor
264,265,Tumor 7,Tumor
399,400,Tumor 4,Tumor
833,834,Tumor 2 (Ki67 Proliferating),Tumor
784,785,Tumor 2 (Ki67 Proliferating),Tumor
708,709,Tumor 4,Tumor
742,743,Tumor 7,Tumor
684,685,Tumor 2 (Ki67 Proliferating),Tumor
632,633,Tumor 2 (Ki67 Proliferating),Tumor
755,756,Tumor 6 / DC,Tumor
624,625,Tumor 6 / DC,Tumor
613,614,Tumor 7,Tumor
1392,1393,Tumor 6 / DC,Tumor
1586,1587,Tumor 3,Tumor
2134,2135,Tumor 2 (Ki67 Proliferating),Tumor
2112,2113,Tumor 6 / DC,Tumor
1623,1624,Tumor 2 (Ki67 Proliferating),Tumor
1588,1589,Tumor 1,Tumor
1652,1653,Tumor 7,Tumor
1759,1760,Tumor 1,Tumor
1747,1748,Tumor 1,Tumor
1705,1706,Tumor 1,Tumor
1727,1728,Tumor 1,Tumor
1437,1438,Tumor 2 (Ki67 Proliferating),Tumor
1429,1430,Tumor 4,Tumor
1507,1508,Tumor 1,Tumor
1481,1482,Tumor 1,Tumor
1546,1547,Tumor 1,Tumor
1545,1546,Tumor 1,Tumor
1487,1488,Tumor 2 (Ki67 Proliferating),Tumor
1557,1558,Tumor 3,Tumor
1526,1527,Tumor 1,Tumor
1456,1457,Tumor 2 (Ki67 Proliferating),Tumor
1566,1567,Tumor 1,Tumor
1439,1440,Tumor 1,Tumor
1107,1108,Tumor 6 / DC,Tumor
1077,1078,Tumor 3,Tumor
1084,1085,Tumor 2 (Ki67 Proliferating),Tumor
1255,1256,Tumor 2 (Ki67 Proliferating),Tumor
665,666,Tumor 1,Tumor
1785,1786,Tumor 1,Tumor
1834,1835,Tumor 1,Tumor
1791,1792,Tumor 1,Tumor
1810,1811,Tumor 2 (Ki67 Proliferating),Tumor
1889,1890,Tumor 1,Tumor
1862,1863,Tumor 1,Tumor
1599,1600,Tumor 6 / DC,Tumor
1647,1648,Tumor 4,Tumor
1616,1617,Tumor 2 (Ki67 Proliferating),Tumor
1679,1680,Tumor 2 (Ki67 Proliferating),Tumor
1653,1654,Tumor 6 / DC,Tumor
1678,1679,Tumor 6 / DC,Tumor
1700,1701,Tumor 4,Tumor
1358,1359,Tumor 2 (Ki67 Proliferating),Tumor
1359,1360,Tumor 2 (Ki67 Proliferating),Tumor
2283,2284,Tumor 4,Tumor
2276,2277,Tumor 4,Tumor
2282,2283,Tumor 4,Tumor
2281,2282,Tumor 4,Tumor
2267,2268,Tumor 2 (Ki67 Proliferating),Tumor
2280,2281,Tumor 4,Tumor
1979,1980,Tumor 2 (Ki67 Proliferating),Tumor
1950,1951,Tumor 3,Tumor
963,964,Tumor 4,Tumor
1336,1337,Tumor 2 (Ki67 Proliferating),Tumor
1310,1311,Tumor 3,Tumor
1314,1315,Tumor 6 / DC,Tumor
1391,1392,Tumor 4,Tumor
1060,1061,Tumor 4,Tumor
843,844,Tumor 7,Tumor
819,820,Tumor 6 / DC,Tumor
110,111,Tumor 3,Tumor
138,139,Tumor 4,Tumor
104,105,Tumor 3,Tumor
129,130,Tumor 6 / DC,Tumor
88,89,Tumor 6 / DC,Tumor
160,161,Tumor 6 / DC,Tumor
136,137,Tumor 3,Tumor
169,170,Tumor 2 (Ki67 Proliferating),Tumor
190,191,Tumor 3,Tumor
135,136,Tumor 1,Tumor
82,83,Tumor 1,Tumor
95,96,Tumor 4,Tumor
247,248,Tumor 1,Tumor
256,257,Tumor 7,Tumor
232,233,Tumor 1,Tumor
273,274,Tumor 3,Tumor
280,281,Tumor 1,Tumor
239,240,Tumor 1,Tumor
403,404,Tumor 1,Tumor
432,433,Tumor 1,Tumor
481,482,Tumor 1,Tumor
474,475,Tumor 1,Tumor
440,441,Tumor 1,Tumor
441,442,Tumor 1,Tumor
1037,1038,Tumor 3,Tumor
984,985,Tumor 3,Tumor
1130,1131,Tumor 1,Tumor
1273,1274,Tumor 7,Tumor
1243,1244,Tumor 2 (Ki67 Proliferating),Tumor
1274,1275,Tumor 3,Tumor
1253,1254,Tumor 7,Tumor
1043,1044,Tumor 6 / DC,Tumor
955,956,Tumor 3,Tumor
650,651,Tumor 4,Tumor
266,267,Tumor 5,Tumor
991,992,Tumor 4,Tumor
218,219,Tumor 1,Tumor
200,201,Tumor 3,Tumor
718,719,Tumor 2 (Ki67 Proliferating),Tumor
400,401,Tumor 3,Tumor
480,481,Tumor 4,Tumor
502,503,Tumor 4,Tumor
559,560,Tumor 7,Tumor
468,469,Tumor 7,Tumor
581,582,Tumor 7,Tumor
17,18,Tumor 4,Tumor
48,49,Tumor 3,Tumor
9,10,Tumor 4,Tumor
24,25,Tumor 6 / DC,Tumor
183,184,Tumor 4,Tumor
145,146,Tumor 2 (Ki67 Proliferating),Tumor
182,183,Tumor 2 (Ki67 Proliferating),Tumor
178,179,Tumor 4,Tumor
205,206,Tumor 2 (Ki67 Proliferating),Tumor
164,165,Tumor 4,Tumor
134,135,Tumor 2 (Ki67 Proliferating),Tumor
171,172,Tumor 7,Tumor
196,197,Tumor 7,Tumor
227,228,Tumor 6 / DC,Tumor
111,112,Tumor 3,Tumor
105,106,Tumor 3,Tumor
130,131,Tumor 2 (Ki67 Proliferating),Tumor
154,155,Tumor 6 / DC,Tumor
157,158,Tumor 2 (Ki67 Proliferating),Tumor
62,63,Tumor 4,Tumor
83,84,Tumor 3,Tumor
32,33,Tumor 1,Tumor
34,35,Tumor 4,Tumor
47,48,Tumor 6 / DC,Tumor
188,189,Tumor 4,Tumor
193,194,Tumor 2 (Ki67 Proliferating),Tumor
191,192,Tumor 3,Tumor
151,152,Tumor 4,Tumor
184,185,Tumor 3,Tumor
832,833,Tumor 7,Tumor
782,783,Tumor 4,Tumor
807,808,Tumor 3,Tumor
837,838,Tumor 7,Tumor
842,843,Tumor 6 / DC,Tumor
371,372,Tumor 6 / DC,Tumor
469,470,Tumor 6 / DC,Tumor
569,570,Tumor 7,Tumor
610,611,Tumor 7,Tumor
554,555,Tumor 2 (Ki67 Proliferating),Tumor
575,576,Tumor 3,Tumor
587,588,Tumor 6 / DC,Tumor
520,521,Tumor 2 (Ki67 Proliferating),Tumor
203,204,Tumor 2 (Ki67 Proliferating),Tumor
340,341,Tumor 6 / DC,Tumor
311,312,Tumor 7,Tumor
300,301,Tumor 7,Tumor
398,399,Tumor 7,Tumor
350,351,Tumor 6 / DC,Tumor
390,391,Tumor 2 (Ki67 Proliferating),Tumor
308,309,Tumor 1,Tumor
358,359,Tumor 1,Tumor
328,329,Tumor 7,Tumor
249,250,Tumor 3,Tumor
270,271,Tumor 2 (Ki67 Proliferating),Tumor
230,231,Tumor 1,Tumor
271,272,Tumor 1,Tumor
215,216,Tumor 7,Tumor
210,211,Tumor 1,Tumor
776,777,Tumor 7,Tumor
794,795,Tumor 2 (Ki67 Proliferating),Tumor
929,930,Tumor 2 (Ki67 Proliferating),Tumor
727,728,Tumor 7,Tumor
681,682,Tumor 7,Tumor
656,657,Tumor 7,Tumor
769,770,Tumor 4,Tumor
1863,1864,Tumor 3,Tumor
1910,1911,Tumor 2 (Ki67 Proliferating),Tumor
2109,2110,Tumor 3,Tumor
2101,2102,Tumor 2 (Ki67 Proliferating),Tumor
2066,2067,Tumor 2 (Ki67 Proliferating),Tumor
2100,2101,Tumor 3,Tumor
2176,2177,Tumor 6 / DC,Tumor
2203,2204,Tumor 6 / DC,Tumor
2159,2160,Tumor 6 / DC,Tumor
2137,2138,Tumor 3,Tumor
2148,2149,Tumor 6 / DC,Tumor
2195,2196,Tumor 6 / DC,Tumor
2114,2115,Tumor 6 / DC,Tumor
1716,1717,Tumor 1,Tumor
1744,1745,Tumor 1,Tumor
1682,1683,Tumor 1,Tumor
1711,1712,Tumor 1,Tumor
1691,1692,Tumor 1,Tumor
1723,1724,Tumor 1,Tumor
1181,1182,Tumor 1,Tumor
1146,1147,Tumor 3,Tumor
1207,1208,Tumor 1,Tumor
1228,1229,Tumor 4,Tumor
1171,1172,Tumor 7,Tumor
1234,1235,Tumor 7,Tumor
1218,1219,Tumor 2 (Ki67 Proliferating),Tumor
1174,1175,Tumor 3,Tumor
902,903,Tumor 6 / DC,Tumor
1970,1971,Tumor 1,Tumor
1955,1956,Tumor 4,Tumor
1993,1994,Tumor 6 / DC,Tumor
2027,2028,Tumor 4,Tumor
1554,1555,Tumor 2 (Ki67 Proliferating),Tumor
1852,1853,Tumor 6 / DC,Tumor
1878,1879,Tumor 2 (Ki67 Proliferating),Tumor
1831,1832,Tumor 4,Tumor
1830,1831,Tumor 3,Tumor
1826,1827,Tumor 3,Tumor
1845,1846,Tumor 4,Tumor
1409,1410,Tumor 6 / DC,Tumor
1372,1373,Tumor 3,Tumor
1441,1442,Tumor 2 (Ki67 Proliferating),Tumor
1396,1397,Tumor 3,Tumor
1380,1381,Tumor 2 (Ki67 Proliferating),Tumor
1491,1492,Tumor 2 (Ki67 Proliferating),Tumor
1466,1467,Tumor 2 (Ki67 Proliferating),Tumor
2127,2128,Tumor 4,Tumor
2036,2037,Tumor 6 / DC,Tumor
2165,2166,Tumor 3,Tumor
2158,2159,Tumor 4,Tumor
2131,2132,Tumor 2 (Ki67 Proliferating),Tumor
2254,2255,Tumor 4,Tumor
2226,2227,Tumor 4,Tumor
2227,2228,Tumor 4,Tumor
2180,2181,Tumor 6 / DC,Tumor
2190,2191,Tumor 2 (Ki67 Proliferating),Tumor
1214,1215,Tumor 3,Tumor
1016,1017,Tumor 1,Tumor
1015,1016,Tumor 2 (Ki67 Proliferating),Tumor
1075,1076,Tumor 7,Tumor
1112,1113,Tumor 3,Tumor
1375,1376,Tumor 6 / DC,Tumor
1370,1371,Tumor 3,Tumor
1213,1214,Tumor 4,Tumor
1184,1185,Tumor 6 / DC,Tumor
1297,1298,Tumor 2 (Ki67 Proliferating),Tumor
1278,1279,Tumor 3,Tumor
1257,1258,Tumor 4,Tumor
1094,1095,Tumor 2 (Ki67 Proliferating),Tumor
1369,1370,Tumor 6 / DC,Tumor
1360,1361,Tumor 3,Tumor
1402,1403,Tumor 3,Tumor
1363,1364,Tumor 6 / DC,Tumor
1201,1202,Tumor 4,Tumor
1208,1209,Tumor 6 / DC,Tumor
1178,1179,Tumor 3,Tumor
1187,1188,Tumor 4,Tumor
1209,1210,Tumor 4,Tumor
1170,1171,Tumor 6 / DC,Tumor
939,940,Tumor 2 (Ki67 Proliferating),Tumor
906,907,Tumor 4,Tumor
1007,1008,Tumor 6 / DC,Tumor
886,887,Tumor 6 / DC,Tumor
253,254,Tumor 1,Tumor
176,177,Tumor 1,Tumor
240,241,Tumor 4,Tumor
242,243,Tumor 2 (Ki67 Proliferating),Tumor
233,234,Tumor 3,Tumor
153,154,Tumor 3,Tumor
764,765,Tumor 1,Tumor
825,826,Tumor 4,Tumor
877,878,Tumor 1,Tumor
759,760,Tumor 3,Tumor
754,755,Tumor 6 / DC,Tumor
861,862,Tumor 3,Tumor
1058,1059,Tumor 3,Tumor
1005,1006,Tumor 6 / DC,Tumor
1132,1133,Tumor 2 (Ki67 Proliferating),Tumor
1172,1173,Tumor 2 (Ki67 Proliferating),Tumor
1144,1145,Tumor 1,Tumor
1104,1105,Tumor 6 / DC,Tumor
1070,1071,Tumor 6 / DC,Tumor
910,911,Tumor 7,Tumor
528,529,Tumor 6 / DC,Tumor
506,507,Tumor 2 (Ki67 Proliferating),Tumor
529,530,Tumor 4,Tumor
585,586,Tumor 4,Tumor
605,606,Tumor 2 (Ki67 Proliferating),Tumor
547,548,Tumor 4,Tumor
566,567,Tumor 3,Tumor
598,599,Tumor 6 / DC,Tumor
553,554,Tumor 4,Tumor
611,612,Tumor 4,Tumor
238,239,Tumor 6 / DC,Tumor
216,217,Tumor 4,Tumor
259,260,Tumor 3,Tumor
298,299,Tumor 4,Tumor
294,295,Tumor 1,Tumor
236,237,Tumor 3,Tumor
235,236,Tumor 3,Tumor
274,275,Tumor 6 / DC,Tumor
335,336,Tumor 6 / DC,Tumor
319,320,Tumor 4,Tumor
352,353,Tumor 4,Tumor
384,385,Tumor 4,Tumor
745,746,Tumor 6 / DC,Tumor
612,613,Tumor 6 / DC,Tumor
661,662,Tumor 2 (Ki67 Proliferating),Tumor
550,551,Tumor 3,Tumor
489,490,Tumor 7,Tumor
533,534,Tumor 4,Tumor
620,621,Tumor 4,Tumor
602,603,Tumor 2 (Ki67 Proliferating),Tumor
289,290,Tumor 3,Tumor
327,328,Tumor 3,Tumor
10,11,Tumor 2 (Ki67 Proliferating),Tumor
18,19,Tumor 4,Tumor
28,29,Tumor 2 (Ki67 Proliferating),Tumor
148,149,Tumor 4,Tumor
109,110,Tumor 2 (Ki67 Proliferating),Tumor
84,85,Tumor 4,Tumor
483,484,Tumor 7,Tumor
234,235,Tumor 3,Tumor
680,681,Tumor 2 (Ki67 Proliferating),Tumor
887,888,Tumor 2 (Ki67 Proliferating),Tumor
889,890,Tumor 7,Tumor
840,841,Tumor 7,Tumor
862,863,Tumor 4,Tumor
893,894,Tumor 2 (Ki67 Proliferating),Tumor
944,945,Tumor 2 (Ki67 Proliferating),Tumor
801,802,Tumor 2 (Ki67 Proliferating),Tumor
735,736,Tumor 2 (Ki67 Proliferating),Tumor
