,CELL_ID,CELL_TYPE,CELL_CLASS
1938,1939,Tumor 1,Tumor
1846,1847,Tumor 1,Tumor
1985,1986,Tumor 2 (Ki67 Proliferating),Tumor
1962,1963,Tumor 1,Tumor
1945,1946,Tumor 1,Tumor
2021,2022,Tumor 1,Tumor
1523,1524,Tumor 1,Tumor
1647,1648,Tumor 1,Tumor
1117,1118,Tumor 3,Tumor
1113,1114,Tumor 3,Tumor
1329,1330,Tumor 3,Tumor
1032,1033,Tumor 2 (Ki67 Proliferating),Tumor
1202,1203,Tumor 2 (Ki67 Proliferating),Tumor
1197,1198,Tumor 7,Tumor
1339,1340,Tumor 2 (Ki67 Proliferating),Tumor
1796,1797,Tumor 2 (Ki67 Proliferating),Tumor
1820,1821,Tumor 3,Tumor
1869,1870,Tumor 1,Tumor
1885,1886,Tumor 1,Tumor
1850,1851,Tumor 2 (Ki67 Proliferating),Tumor
1868,1869,Tumor 1,Tumor
1814,1815,Tumor 1,Tumor
1918,1919,Tumor 3,Tumor
1974,1975,Tumor 7,Tumor
1925,1926,Tumor 1,Tumor
1875,1876,Tumor 1,Tumor
1841,1842,Tumor 3,Tumor
1948,1949,Tumor 3,Tumor
1900,1901,Tumor 3,Tumor
1960,1961,Tumor 6 / DC,Tumor
1996,1997,Tumor 4,Tumor
1889,1890,Tumor 6 / DC,Tumor
1955,1956,Tumor 2 (Ki67 Proliferating),Tumor
1949,1950,Tumor 2 (Ki67 Proliferating),Tumor
1912,1913,Tumor 3,Tumor
2078,2079,Tumor 3,Tumor
2110,2111,Tumor 3,Tumor
2125,2126,Tumor 2 (Ki67 Proliferating),Tumor
2030,2031,Tumor 2 (Ki67 Proliferating),Tumor
2279,2280,Tumor 1,Tumor
2311,2312,Tumor 4,Tumor
2288,2289,Tumor 1,Tumor
2262,2263,Tumor 1,Tumor
2280,2281,Tumor 1,Tumor
2306,2307,Tumor 1,Tumor
2226,2227,Tumor 1,Tumor
1289,1290,Tumor 1,Tumor
1227,1228,Tumor 1,Tumor
1596,1597,Tumor 7,Tumor
1769,1770,Tumor 3,Tumor
1617,1618,Tumor 1,Tumor
1554,1555,Tumor 2 (Ki67 Proliferating),Tumor
1606,1607,Tumor 2 (Ki67 Proliferating),Tumor
1893,1894,Tumor 6 / DC,Tumor
1890,1891,Tumor 1,Tumor
448,449,Tumor 1,Tumor
585,586,Tumor 2 (Ki67 Proliferating),Tumor
422,423,Tumor 1,Tumor
464,465,Tumor 1,Tumor
393,394,Tumor 1,Tumor
376,377,Tumor 1,Tumor
199,200,Tumor 7,Tumor
170,171,Tumor 7,Tumor
2300,2301,Tumor 6 / DC,Tumor
2266,2267,Tumor 6 / DC,Tumor
2325,2326,Tumor 4,Tumor
2231,2232,Tumor 2 (Ki67 Proliferating),Tumor
2197,2198,Tumor 2 (Ki67 Proliferating),Tumor
2340,2341,Tumor 4,Tumor
2430,2431,Tumor 3,Tumor
2433,2434,Tumor 2 (Ki67 Proliferating),Tumor
2378,2379,Tumor 6 / DC,Tumor
2438,2439,Tumor 2 (Ki67 Proliferating),Tumor
2443,2444,Tumor 4,Tumor
2355,2356,Tumor 6 / DC,Tumor
1891,1892,Tumor 2 (Ki67 Proliferating),Tumor
1923,1924,Tumor 2 (Ki67 Proliferating),Tumor
1913,1914,Tumor 3,Tumor
1658,1659,Tumor 2 (Ki67 Proliferating),Tumor
2057,2058,Tumor 2 (Ki67 Proliferating),Tumor
2381,2382,Tumor 2 (Ki67 Proliferating),Tumor
2394,2395,Tumor 2 (Ki67 Proliferating),Tumor
2418,2419,Tumor 2 (Ki67 Proliferating),Tumor
2387,2388,Tumor 3,Tumor
2385,2386,Tumor 4,Tumor
2402,2403,Tumor 2 (Ki67 Proliferating),Tumor
2408,2409,Tumor 3,Tumor
2380,2381,Tumor 2 (Ki67 Proliferating),Tumor
2384,2385,Tumor 7,Tumor
2372,2373,Tumor 3,Tumor
944,945,Tumor 3,Tumor
71,72,Tumor 4,Tumor
39,40,Tumor 3,Tumor
24,25,Tumor 7,Tumor
82,83,Tumor 3,Tumor
99,100,Tumor 2 (Ki67 Proliferating),Tumor
57,58,Tumor 3,Tumor
18,19,Tumor 4,Tumor
13,14,Tumor 4,Tumor
5,6,Tumor 2 (Ki67 Proliferating),Tumor
43,44,Tumor 3,Tumor
29,30,Tumor 2 (Ki67 Proliferating),Tumor
15,16,Tumor 3,Tumor
112,113,Tumor 4,Tumor
56,57,Tumor 3,Tumor
98,99,Tumor 2 (Ki67 Proliferating),Tumor
75,76,Tumor 2 (Ki67 Proliferating),Tumor
65,66,Tumor 2 (Ki67 Proliferating),Tumor
10,11,Tumor 7,Tumor
151,152,Tumor 7,Tumor
254,255,Tumor 3,Tumor
596,597,Tumor 2 (Ki67 Proliferating),Tumor
618,619,Tumor 2 (Ki67 Proliferating),Tumor
2102,2103,Tumor 4,Tumor
2052,2053,Tumor 1,Tumor
2122,2123,Tumor 4,Tumor
2066,2067,Tumor 1,Tumor
1558,1559,Tumor 3,Tumor
1548,1549,Tumor 1,Tumor
1591,1592,Tumor 2 (Ki67 Proliferating),Tumor
1579,1580,Tumor 1,Tumor
1557,1558,Tumor 1,Tumor
1738,1739,Tumor 1,Tumor
1693,1694,Tumor 1,Tumor
2015,2016,Tumor 1,Tumor
1528,1529,Tumor 3,Tumor
1476,1477,Tumor 1,Tumor
1490,1491,Tumor 2 (Ki67 Proliferating),Tumor
1453,1454,Tumor 6 / DC,Tumor
1368,1369,Tumor 3,Tumor
1314,1315,Tumor 1,Tumor
1361,1362,Tumor 1,Tumor
1371,1372,Tumor 3,Tumor
1425,1426,Tumor 2 (Ki67 Proliferating),Tumor
1363,1364,Tumor 2 (Ki67 Proliferating),Tumor
1334,1335,Tumor 1,Tumor
1397,1398,Tumor 1,Tumor
1423,1424,Tumor 1,Tumor
1435,1436,Tumor 7,Tumor
1148,1149,Tumor 7,Tumor
1168,1169,Tumor 2 (Ki67 Proliferating),Tumor
1235,1236,Tumor 3,Tumor
1167,1168,Tumor 2 (Ki67 Proliferating),Tumor
636,637,Tumor 2 (Ki67 Proliferating),Tumor
645,646,Tumor 3,Tumor
666,667,Tumor 3,Tumor
681,682,Tumor 6 / DC,Tumor
688,689,Tumor 2 (Ki67 Proliferating),Tumor
1222,1223,Tumor 7,Tumor
1383,1384,Tumor 3,Tumor
1386,1387,Tumor 2 (Ki67 Proliferating),Tumor
1364,1365,Tumor 3,Tumor
1279,1280,Tumor 6 / DC,Tumor
1242,1243,Tumor 2 (Ki67 Proliferating),Tumor
1352,1353,Tumor 2 (Ki67 Proliferating),Tumor
1322,1323,Tumor 2 (Ki67 Proliferating),Tumor
1210,1211,Tumor 2 (Ki67 Proliferating),Tumor
1273,1274,Tumor 2 (Ki67 Proliferating),Tumor
1328,1329,Tumor 3,Tumor
1264,1265,Tumor 7,Tumor
1217,1218,Tumor 3,Tumor
1218,1219,Tumor 7,Tumor
1240,1241,Tumor 1,Tumor
1338,1339,Tumor 3,Tumor
1321,1322,Tumor 3,Tumor
1208,1209,Tumor 7,Tumor
1161,1162,Tumor 3,Tumor
1163,1164,Tumor 7,Tumor
1195,1196,Tumor 7,Tumor
1426,1427,Tumor 3,Tumor
1598,1599,Tumor 3,Tumor
1879,1880,Tumor 2 (Ki67 Proliferating),Tumor
1670,1671,Tumor 2 (Ki67 Proliferating),Tumor
1680,1681,Tumor 3,Tumor
1895,1896,Tumor 4,Tumor
1857,1858,Tumor 3,Tumor
1831,1832,Tumor 3,Tumor
1995,1996,Tumor 2 (Ki67 Proliferating),Tumor
1988,1989,Tumor 6 / DC,Tumor
2033,2034,Tumor 2 (Ki67 Proliferating),Tumor
2049,2050,Tumor 4,Tumor
1908,1909,Tumor 2 (Ki67 Proliferating),Tumor
1909,1910,Tumor 3,Tumor
1950,1951,Tumor 3,Tumor
1942,1943,Tumor 2 (Ki67 Proliferating),Tumor
2187,2188,Tumor 2 (Ki67 Proliferating),Tumor
2169,2170,Tumor 3,Tumor
2065,2066,Tumor 2 (Ki67 Proliferating),Tumor
2099,2100,Tumor 2 (Ki67 Proliferating),Tumor
2250,2251,Tumor 1,Tumor
2257,2258,Tumor 2 (Ki67 Proliferating),Tumor
2303,2304,Tumor 2 (Ki67 Proliferating),Tumor
2281,2282,Tumor 1,Tumor
2225,2226,Tumor 2 (Ki67 Proliferating),Tumor
2201,2202,Tumor 2 (Ki67 Proliferating),Tumor
2167,2168,Tumor 3,Tumor
2120,2121,Tumor 3,Tumor
2135,2136,Tumor 1,Tumor
2144,2145,Tumor 1,Tumor
2092,2093,Tumor 1,Tumor
1333,1334,Tumor 1,Tumor
1303,1304,Tumor 1,Tumor
1313,1314,Tumor 1,Tumor
1376,1377,Tumor 1,Tumor
894,895,Tumor 3,Tumor
1603,1604,Tumor 1,Tumor
1515,1516,Tumor 1,Tumor
1792,1793,Tumor 3,Tumor
1840,1841,Tumor 2 (Ki67 Proliferating),Tumor
1737,1738,Tumor 7,Tumor
1577,1578,Tumor 2 (Ki67 Proliferating),Tumor
437,438,Tumor 1,Tumor
550,551,Tumor 2 (Ki67 Proliferating),Tumor
343,344,Tumor 1,Tumor
200,201,Tumor 1,Tumor
2268,2269,Tumor 4,Tumor
2239,2240,Tumor 4,Tumor
2271,2272,Tumor 2 (Ki67 Proliferating),Tumor
2098,2099,Tumor 2 (Ki67 Proliferating),Tumor
2082,2083,Tumor 4,Tumor
2064,2065,Tumor 2 (Ki67 Proliferating),Tumor
2058,2059,Tumor 2 (Ki67 Proliferating),Tumor
2075,2076,Tumor 2 (Ki67 Proliferating),Tumor
2109,2110,Tumor 3,Tumor
2124,2125,Tumor 4,Tumor
2194,2195,Tumor 2 (Ki67 Proliferating),Tumor
2134,2135,Tumor 3,Tumor
2276,2277,Tumor 6 / DC,Tumor
2305,2306,Tumor 2 (Ki67 Proliferating),Tumor
2249,2250,Tumor 6 / DC,Tumor
2270,2271,Tumor 2 (Ki67 Proliferating),Tumor
2253,2254,Tumor 3,Tumor
2302,2303,Tumor 3,Tumor
2336,2337,Tumor 4,Tumor
2285,2286,Tumor 4,Tumor
2295,2296,Tumor 3,Tumor
2413,2414,Tumor 3,Tumor
2256,2257,Tumor 3,Tumor
2193,2194,Tumor 2 (Ki67 Proliferating),Tumor
2293,2294,Tumor 3,Tumor
2324,2325,Tumor 2 (Ki67 Proliferating),Tumor
2269,2270,Tumor 2 (Ki67 Proliferating),Tumor
2334,2335,Tumor 6 / DC,Tumor
2314,2315,Tumor 2 (Ki67 Proliferating),Tumor
2389,2390,Tumor 4,Tumor
2420,2421,Tumor 3,Tumor
2392,2393,Tumor 2 (Ki67 Proliferating),Tumor
2360,2361,Tumor 6 / DC,Tumor
1970,1971,Tumor 4,Tumor
1977,1978,Tumor 3,Tumor
2071,2072,Tumor 6 / DC,Tumor
2044,2045,Tumor 6 / DC,Tumor
2096,2097,Tumor 6 / DC,Tumor
2090,2091,Tumor 4,Tumor
1874,1875,Tumor 3,Tumor
1964,1965,Tumor 2 (Ki67 Proliferating),Tumor
1976,1977,Tumor 2 (Ki67 Proliferating),Tumor
1947,1948,Tumor 2 (Ki67 Proliferating),Tumor
1695,1696,Tumor 3,Tumor
1797,1798,Tumor 3,Tumor
1901,1902,Tumor 2 (Ki67 Proliferating),Tumor
2025,2026,Tumor 3,Tumor
2356,2357,Tumor 3,Tumor
2373,2374,Tumor 3,Tumor
2258,2259,Tumor 2 (Ki67 Proliferating),Tumor
2298,2299,Tumor 3,Tumor
2359,2360,Tumor 6 / DC,Tumor
1398,1399,Tumor 3,Tumor
1309,1310,Tumor 2 (Ki67 Proliferating),Tumor
1310,1311,Tumor 3,Tumor
1372,1373,Tumor 3,Tumor
1466,1467,Tumor 3,Tumor
1005,1006,Tumor 7,Tumor
931,932,Tumor 2 (Ki67 Proliferating),Tumor
978,979,Tumor 2 (Ki67 Proliferating),Tumor
924,925,Tumor 3,Tumor
866,867,Tumor 3,Tumor
919,920,Tumor 4,Tumor
882,883,Tumor 3,Tumor
818,819,Tumor 3,Tumor
25,26,Tumor 2 (Ki67 Proliferating),Tumor
131,132,Tumor 2 (Ki67 Proliferating),Tumor
143,144,Tumor 2 (Ki67 Proliferating),Tumor
52,53,Tumor 4,Tumor
23,24,Tumor 3,Tumor
63,64,Tumor 4,Tumor
59,60,Tumor 3,Tumor
70,71,Tumor 3,Tumor
37,38,Tumor 4,Tumor
50,51,Tumor 2 (Ki67 Proliferating),Tumor
17,18,Tumor 2 (Ki67 Proliferating),Tumor
9,10,Tumor 2 (Ki67 Proliferating),Tumor
31,32,Tumor 2 (Ki67 Proliferating),Tumor
35,36,Tumor 3,Tumor
574,575,Tumor 3,Tumor
100,101,Tumor 2 (Ki67 Proliferating),Tumor
76,77,Tumor 7,Tumor
93,94,Tumor 2 (Ki67 Proliferating),Tumor
54,55,Tumor 2 (Ki67 Proliferating),Tumor
73,74,Tumor 3,Tumor
277,278,Tumor 3,Tumor
543,544,Tumor 3,Tumor
608,609,Tumor 2 (Ki67 Proliferating),Tumor
311,312,Tumor 4,Tumor
2093,2094,Tumor 1,Tumor
2113,2114,Tumor 4,Tumor
2022,2023,Tumor 7,Tumor
2037,2038,Tumor 1,Tumor
1627,1628,Tumor 1,Tumor
1644,1645,Tumor 1,Tumor
2039,2040,Tumor 3,Tumor
1903,1904,Tumor 1,Tumor
1213,1214,Tumor 3,Tumor
1315,1316,Tumor 3,Tumor
1278,1279,Tumor 3,Tumor
664,665,Tumor 3,Tumor
684,685,Tumor 3,Tumor
698,699,Tumor 2 (Ki67 Proliferating),Tumor
830,831,Tumor 3,Tumor
814,815,Tumor 3,Tumor
1248,1249,Tumor 7,Tumor
1491,1492,Tumor 2 (Ki67 Proliferating),Tumor
1513,1514,Tumor 2 (Ki67 Proliferating),Tumor
1549,1550,Tumor 2 (Ki67 Proliferating),Tumor
1568,1569,Tumor 2 (Ki67 Proliferating),Tumor
1480,1481,Tumor 3,Tumor
1448,1449,Tumor 2 (Ki67 Proliferating),Tumor
1454,1455,Tumor 3,Tumor
1753,1754,Tumor 3,Tumor
1823,1824,Tumor 2 (Ki67 Proliferating),Tumor
1560,1561,Tumor 3,Tumor
1459,1460,Tumor 3,Tumor
1511,1512,Tumor 1,Tumor
1659,1660,Tumor 3,Tumor
1736,1737,Tumor 3,Tumor
1817,1818,Tumor 7,Tumor
1781,1782,Tumor 3,Tumor
1834,1835,Tumor 6 / DC,Tumor
2210,2211,Tumor 3,Tumor
2131,2132,Tumor 4,Tumor
1411,1412,Tumor 3,Tumor
1277,1278,Tumor 1,Tumor
1239,1240,Tumor 1,Tumor
1434,1435,Tumor 3,Tumor
1302,1303,Tumor 2 (Ki67 Proliferating),Tumor
1478,1479,Tumor 1,Tumor
1404,1405,Tumor 1,Tumor
1510,1511,Tumor 1,Tumor
1186,1187,Tumor 7,Tumor
641,642,Tumor 4,Tumor
683,684,Tumor 1,Tumor
628,629,Tumor 1,Tumor
1006,1007,Tumor 6 / DC,Tumor
934,935,Tumor 3,Tumor
1114,1115,Tumor 2 (Ki67 Proliferating),Tumor
1144,1145,Tumor 4,Tumor
1115,1116,Tumor 2 (Ki67 Proliferating),Tumor
1004,1005,Tumor 4,Tumor
1226,1227,Tumor 1,Tumor
1652,1653,Tumor 2 (Ki67 Proliferating),Tumor
1622,1623,Tumor 3,Tumor
1499,1500,Tumor 3,Tumor
1544,1545,Tumor 7,Tumor
1443,1444,Tumor 7,Tumor
1691,1692,Tumor 7,Tumor
1572,1573,Tumor 1,Tumor
1774,1775,Tumor 3,Tumor
1760,1761,Tumor 3,Tumor
1858,1859,Tumor 3,Tumor
1620,1621,Tumor 3,Tumor
1615,1616,Tumor 2 (Ki67 Proliferating),Tumor
1663,1664,Tumor 7,Tumor
506,507,Tumor 7,Tumor
521,522,Tumor 1,Tumor
472,473,Tumor 7,Tumor
256,257,Tumor 7,Tumor
244,245,Tumor 1,Tumor
224,225,Tumor 7,Tumor
2237,2238,Tumor 6 / DC,Tumor
2216,2217,Tumor 6 / DC,Tumor
2160,2161,Tumor 6 / DC,Tumor
2171,2172,Tumor 2 (Ki67 Proliferating),Tumor
2203,2204,Tumor 6 / DC,Tumor
2175,2176,Tumor 6 / DC,Tumor
2139,2140,Tumor 2 (Ki67 Proliferating),Tumor
2142,2143,Tumor 3,Tumor
2374,2375,Tumor 2 (Ki67 Proliferating),Tumor
2393,2394,Tumor 6 / DC,Tumor
2405,2406,Tumor 2 (Ki67 Proliferating),Tumor
2361,2362,Tumor 6 / DC,Tumor
2397,2398,Tumor 6 / DC,Tumor
1803,1804,Tumor 2 (Ki67 Proliferating),Tumor
1835,1836,Tumor 3,Tumor
1855,1856,Tumor 3,Tumor
1767,1768,Tumor 3,Tumor
1741,1742,Tumor 3,Tumor
1905,1906,Tumor 3,Tumor
1941,1942,Tumor 2 (Ki67 Proliferating),Tumor
2043,2044,Tumor 2 (Ki67 Proliferating),Tumor
1848,1849,Tumor 3,Tumor
1863,1864,Tumor 2 (Ki67 Proliferating),Tumor
1776,1777,Tumor 6 / DC,Tumor
1783,1784,Tumor 4,Tumor
1815,1816,Tumor 6 / DC,Tumor
2163,2164,Tumor 3,Tumor
2241,2242,Tumor 3,Tumor
2196,2197,Tumor 3,Tumor
2369,2370,Tumor 3,Tumor
1354,1355,Tumor 3,Tumor
1442,1443,Tumor 3,Tumor
1353,1354,Tumor 4,Tumor
1883,1884,Tumor 4,Tumor
1488,1489,Tumor 3,Tumor
1569,1570,Tumor 2 (Ki67 Proliferating),Tumor
1517,1518,Tumor 3,Tumor
1559,1560,Tumor 3,Tumor
1474,1475,Tumor 3,Tumor
1514,1515,Tumor 2 (Ki67 Proliferating),Tumor
1502,1503,Tumor 3,Tumor
147,148,Tumor 3,Tumor
132,133,Tumor 3,Tumor
89,90,Tumor 7,Tumor
66,67,Tumor 1,Tumor
153,154,Tumor 3,Tumor
150,151,Tumor 2 (Ki67 Proliferating),Tumor
87,88,Tumor 2 (Ki67 Proliferating),Tumor
86,87,Tumor 2 (Ki67 Proliferating),Tumor
64,65,Tumor 7,Tumor
80,81,Tumor 2 (Ki67 Proliferating),Tumor
20,21,Tumor 4,Tumor
45,46,Tumor 7,Tumor
14,15,Tumor 2 (Ki67 Proliferating),Tumor
47,48,Tumor 4,Tumor
28,29,Tumor 2 (Ki67 Proliferating),Tumor
11,12,Tumor 7,Tumor
359,360,Tumor 7,Tumor
250,251,Tumor 2 (Ki67 Proliferating),Tumor
107,108,Tumor 3,Tumor
95,96,Tumor 7,Tumor
83,84,Tumor 3,Tumor
88,89,Tumor 2 (Ki67 Proliferating),Tumor
97,98,Tumor 3,Tumor
81,82,Tumor 3,Tumor
123,124,Tumor 2 (Ki67 Proliferating),Tumor
116,117,Tumor 7,Tumor
110,111,Tumor 7,Tumor
833,834,Tumor 3,Tumor
851,852,Tumor 2 (Ki67 Proliferating),Tumor
493,494,Tumor 1,Tumor
458,459,Tumor 3,Tumor
637,638,Tumor 3,Tumor
484,485,Tumor 2 (Ki67 Proliferating),Tumor
425,426,Tumor 2 (Ki67 Proliferating),Tumor
361,362,Tumor 7,Tumor
405,406,Tumor 2 (Ki67 Proliferating),Tumor
245,246,Tumor 6 / DC,Tumor
2053,2054,Tumor 1,Tumor
2068,2069,Tumor 1,Tumor
2107,2108,Tumor 1,Tumor
2132,2133,Tumor 1,Tumor
2118,2119,Tumor 3,Tumor
1798,1799,Tumor 1,Tumor
1786,1787,Tumor 1,Tumor
1708,1709,Tumor 1,Tumor
1564,1565,Tumor 7,Tumor
1861,1862,Tumor 1,Tumor
1887,1888,Tumor 1,Tumor
1932,1933,Tumor 1,Tumor
1993,1994,Tumor 1,Tumor
1940,1941,Tumor 1,Tumor
2274,2275,Tumor 3,Tumor
2229,2230,Tumor 2 (Ki67 Proliferating),Tumor
2195,2196,Tumor 2 (Ki67 Proliferating),Tumor
2246,2247,Tumor 3,Tumor
2182,2183,Tumor 1,Tumor
2156,2157,Tumor 1,Tumor
2208,2209,Tumor 1,Tumor
2180,2181,Tumor 1,Tumor
2149,2150,Tumor 7,Tumor
1348,1349,Tumor 4,Tumor
1407,1408,Tumor 2 (Ki67 Proliferating),Tumor
1392,1393,Tumor 6 / DC,Tumor
824,825,Tumor 2 (Ki67 Proliferating),Tumor
703,704,Tumor 2 (Ki67 Proliferating),Tumor
806,807,Tumor 3,Tumor
798,799,Tumor 3,Tumor
819,820,Tumor 6 / DC,Tumor
840,841,Tumor 3,Tumor
1590,1591,Tumor 3,Tumor
1621,1622,Tumor 3,Tumor
1074,1075,Tumor 3,Tumor
1036,1037,Tumor 7,Tumor
1066,1067,Tumor 7,Tumor
1623,1624,Tumor 3,Tumor
1275,1276,Tumor 3,Tumor
1270,1271,Tumor 2 (Ki67 Proliferating),Tumor
1742,1743,Tumor 2 (Ki67 Proliferating),Tumor
1812,1813,Tumor 4,Tumor
1414,1415,Tumor 3,Tumor
1450,1451,Tumor 2 (Ki67 Proliferating),Tumor
1581,1582,Tumor 7,Tumor
1588,1589,Tumor 3,Tumor
1024,1025,Tumor 2 (Ki67 Proliferating),Tumor
1105,1106,Tumor 3,Tumor
1316,1317,Tumor 4,Tumor
1249,1250,Tumor 3,Tumor
1140,1141,Tumor 3,Tumor
1111,1112,Tumor 7,Tumor
1784,1785,Tumor 7,Tumor
1794,1795,Tumor 6 / DC,Tumor
1832,1833,Tumor 3,Tumor
1778,1779,Tumor 4,Tumor
1743,1744,Tumor 7,Tumor
1729,1730,Tumor 3,Tumor
1896,1897,Tumor 2 (Ki67 Proliferating),Tumor
1873,1874,Tumor 2 (Ki67 Proliferating),Tumor
1860,1861,Tumor 7,Tumor
1924,1925,Tumor 7,Tumor
1872,1873,Tumor 2 (Ki67 Proliferating),Tumor
1961,1962,Tumor 3,Tumor
1231,1232,Tumor 3,Tumor
1276,1277,Tumor 3,Tumor
1331,1332,Tumor 3,Tumor
1183,1184,Tumor 4,Tumor
1164,1165,Tumor 3,Tumor
1179,1180,Tumor 7,Tumor
1206,1207,Tumor 3,Tumor
1381,1382,Tumor 2 (Ki67 Proliferating),Tumor
1341,1342,Tumor 3,Tumor
1193,1194,Tumor 2 (Ki67 Proliferating),Tumor
1041,1042,Tumor 6 / DC,Tumor
1190,1191,Tumor 2 (Ki67 Proliferating),Tumor
1156,1157,Tumor 3,Tumor
1267,1268,Tumor 2 (Ki67 Proliferating),Tumor
1141,1142,Tumor 7,Tumor
1184,1185,Tumor 3,Tumor
1204,1205,Tumor 2 (Ki67 Proliferating),Tumor
1211,1212,Tumor 2 (Ki67 Proliferating),Tumor
986,987,Tumor 2 (Ki67 Proliferating),Tumor
1022,1023,Tumor 3,Tumor
1052,1053,Tumor 3,Tumor
1039,1040,Tumor 3,Tumor
994,995,Tumor 2 (Ki67 Proliferating),Tumor
951,952,Tumor 2 (Ki67 Proliferating),Tumor
968,969,Tumor 3,Tumor
1048,1049,Tumor 2 (Ki67 Proliferating),Tumor
1191,1192,Tumor 2 (Ki67 Proliferating),Tumor
1250,1251,Tumor 2 (Ki67 Proliferating),Tumor
1422,1423,Tumor 2 (Ki67 Proliferating),Tumor
1375,1376,Tumor 2 (Ki67 Proliferating),Tumor
1431,1432,Tumor 1,Tumor
1468,1469,Tumor 1,Tumor
1403,1404,Tumor 2 (Ki67 Proliferating),Tumor
1174,1175,Tumor 1,Tumor
1225,1226,Tumor 2 (Ki67 Proliferating),Tumor
852,853,Tumor 1,Tumor
900,901,Tumor 2 (Ki67 Proliferating),Tumor
721,722,Tumor 7,Tumor
1054,1055,Tumor 2 (Ki67 Proliferating),Tumor
1124,1125,Tumor 2 (Ki67 Proliferating),Tumor
964,965,Tumor 2 (Ki67 Proliferating),Tumor
1083,1084,Tumor 2 (Ki67 Proliferating),Tumor
1068,1069,Tumor 2 (Ki67 Proliferating),Tumor
1094,1095,Tumor 1,Tumor
1194,1195,Tumor 1,Tumor
1154,1155,Tumor 1,Tumor
1112,1113,Tumor 7,Tumor
1485,1486,Tumor 3,Tumor
1543,1544,Tumor 3,Tumor
1525,1526,Tumor 3,Tumor
1439,1440,Tumor 3,Tumor
1493,1494,Tumor 3,Tumor
1399,1400,Tumor 3,Tumor
1676,1677,Tumor 3,Tumor
1595,1596,Tumor 3,Tumor
1575,1576,Tumor 3,Tumor
287,288,Tumor 1,Tumor
342,343,Tumor 1,Tumor
396,397,Tumor 1,Tumor
371,372,Tumor 2 (Ki67 Proliferating),Tumor
